"Time","Potential","Position","Velocity","Acceleration"
0.01,2.375,,,
0.02,2.375,0.493,-0.032,-3.691
0.03,2.370,,,
0.04,2.375,0.493,-0.095,-4.332
0.05,2.370,,,
0.06,2.375,0.491,-0.194,-4.999
0.07,2.375,,,
0.08,2.370,0.486,-0.307,-5.166
0.09,2.375,,,
0.10,2.370,0.479,-0.409,-4.856
0.11,2.370,,,
0.12,2.375,0.469,-0.505,-4.206
0.13,2.370,,,
0.14,2.370,0.458,-0.584,-3.177
0.15,2.375,,,
0.16,2.370,0.446,-0.636,-1.922
0.17,2.370,,,
0.18,2.370,0.432,-0.660,-0.667
0.19,2.375,,,
0.20,2.375,0.419,-0.661,0.544
0.21,2.370,,,
0.22,2.375,0.405,-0.640,1.821
0.23,2.375,,,
0.24,2.370,0.393,-0.588,3.047
0.25,2.375,,,
0.26,2.335,0.382,-0.515,4.089
0.27,1.093,,,
0.28,2.375,0.372,-0.425,5.090
0.29,2.370,,,
0.30,2.375,0.364,-0.309,5.959
0.31,2.370,,,
0.32,2.375,0.359,-0.180,6.478
0.33,2.375,,,
0.34,2.370,0.357,-0.046,6.729
0.35,2.375,,,
0.36,2.370,0.357,0.092,6.749
0.37,2.375,,,
0.38,2.370,0.361,0.229,6.435
0.39,2.375,,,
0.40,2.375,0.367,0.357,5.736
0.41,2.375,,,
0.42,2.370,0.375,0.464,4.745
0.43,2.375,,,
0.44,2.370,0.386,0.546,3.722
0.45,2.375,,,
0.46,2.370,0.397,0.612,2.682
0.47,2.375,,,
0.48,2.375,0.410,0.657,1.436
0.49,2.370,,,
0.50,2.375,0.424,0.674,-0.012
0.51,2.375,,,
0.52,2.370,0.438,0.655,-1.372
0.53,2.375,,,
0.54,2.375,0.451,0.613,-2.483
0.55,2.375,,,
0.56,2.370,0.463,0.557,-3.593
0.57,2.375,,,
0.58,2.375,0.473,0.470,-4.666
0.59,2.375,,,
0.60,2.375,0.482,0.363,-5.410
0.61,2.375,,,
0.62,2.375,0.488,0.250,-5.917
0.63,2.375,,,
0.64,2.370,0.492,0.126,-6.294
0.65,2.375,,,
0.66,2.375,0.493,-0.007,-6.403
0.67,2.370,,,
0.68,2.370,0.492,-0.136,-6.200
0.69,2.370,,,
0.70,2.375,0.488,-0.256,-5.846
0.71,2.380,,,
0.72,2.375,0.481,-0.372,-5.339
0.73,2.375,,,
0.74,2.370,0.473,-0.476,-4.499
0.75,2.375,,,
0.76,2.375,0.462,-0.555,-3.473
0.77,2.370,,,
0.78,2.375,0.450,-0.615,-2.396
0.79,2.370,,,
0.80,2.375,0.437,-0.653,-1.182
0.81,2.375,,,
0.82,2.370,0.424,-0.663,0.094
0.83,2.375,,,
0.84,2.375,0.410,-0.651,1.432
0.85,2.375,,,
0.86,2.375,0.397,-0.605,2.703
0.87,2.370,,,
0.88,2.375,0.386,-0.538,3.745
0.89,1.792,,,
0.90,1.716,0.375,-0.454,4.711
0.91,2.375,,,
0.92,2.370,0.367,-0.349,5.602
0.93,2.370,,,
0.94,2.375,0.361,-0.226,6.229
0.95,2.370,,,
0.96,2.375,0.358,-0.094,6.547
0.97,2.370,,,
0.98,2.375,0.357,0.039,6.648
0.99,2.375,,,
1.00,2.375,0.359,0.175,6.485
1.01,2.375,,,
1.02,2.375,0.364,0.305,5.963
1.03,2.375,,,
1.04,2.375,0.372,0.418,5.193
1.05,2.370,,,
1.06,2.375,0.381,0.514,4.271
1.07,2.370,,,
1.08,2.375,0.393,0.592,3.136
1.09,2.375,,,
1.10,2.370,0.406,0.641,1.887
1.11,2.375,,,
1.12,2.375,0.419,0.669,0.575
1.13,2.375,,,
1.14,2.370,0.433,0.667,-0.862
1.15,2.375,,,
1.16,2.375,0.446,0.631,-2.162
1.17,2.375,,,
1.18,2.370,0.458,0.576,-3.213
1.19,2.375,,,
1.20,2.370,0.469,0.503,-4.222
1.21,2.375,,,
1.22,2.375,0.479,0.407,-5.178
1.23,2.375,,,
1.24,2.375,0.486,0.292,-5.902
1.25,2.370,,,
1.26,2.375,0.491,0.165,-6.282
1.27,2.375,,,
1.28,2.375,0.492,0.034,-6.275
1.29,2.375,,,
1.30,2.375,0.492,-0.087,-6.142
1.31,2.370,,,
1.32,2.375,0.489,-0.210,-6.012
1.33,2.370,,,
1.34,2.375,0.483,-0.333,-5.584
1.35,2.375,,,
