"Time","Position","Velocity","Acceleration","Potential"
2.54,0.450,-0.095,-2.707,
2.56,0.448,-0.146,-2.581,
2.58,0.445,-0.198,-2.424,
2.60,0.440,-0.247,-2.066,
2.62,0.435,-0.284,-1.499,
2.64,0.428,-0.309,-0.836,
2.66,0.422,-0.319,-0.111,
2.68,0.415,-0.311,0.518,
2.70,0.409,-0.295,0.995,
2.72,0.404,-0.273,1.549,
2.74,0.398,-0.235,2.192,
2.76,0.394,-0.185,2.785,
2.78,0.391,-0.120,3.170,
2.80,0.389,-0.055,3.372,
2.82,0.388,0.015,3.534,
2.84,0.390,0.090,3.537,
2.86,0.392,0.159,3.397,
2.88,0.396,0.226,3.148,
2.90,0.401,0.290,2.623,
2.92,0.408,0.336,1.879,
2.94,0.415,0.363,1.175,
2.96,0.423,0.381,0.504,
2.98,0.430,0.385,-0.231,
3.00,0.438,0.375,-1.066,
3.02,0.446,0.342,-1.881,
3.04,0.452,0.295,-2.499,
3.06,0.458,0.240,-3.016,
3.08,0.462,0.175,-3.511,
3.10,0.465,0.100,-3.959,
3.12,0.466,0.013,-4.205,
3.14,0.465,-0.074,-4.162,
3.16,0.463,-0.157,-3.903,
3.18,0.459,-0.233,-3.481,
3.20,0.453,-0.297,-2.984,
3.22,0.447,-0.351,-2.515,
3.24,0.439,-0.398,-1.983,
3.26,0.431,-0.435,-1.178,
3.28,0.422,-0.450,-0.151,
3.30,0.412,-0.441,0.873,
3.32,0.404,-0.411,1.729,
3.34,0.396,-0.370,2.481,
3.36,0.389,-0.313,3.236,
3.38,0.383,-0.239,3.906,
3.40,0.379,-0.154,4.442,
3.42,0.377,-0.059,4.811,
3.44,0.376,0.043,4.882,
3.46,0.378,0.141,4.665,
3.48,0.382,0.231,4.321,
3.50,0.388,0.315,3.867,
3.52,0.395,0.388,3.252,
3.54,0.404,0.450,2.407,
3.56,0.413,0.488,1.379,
3.58,0.423,0.504,0.354,
3.60,0.434,0.502,-0.680,
3.62,0.444,0.478,-1.743,
3.64,0.453,0.431,-2.735,
3.66,0.461,0.364,-3.506,
3.68,0.468,0.288,-4.078,
3.70,0.473,0.201,-4.591,
3.72,0.476,0.101,-4.926,
3.74,0.477,0.001,-5.104,
3.76,0.476,-0.104,-5.167,
3.78,0.473,-0.211,-4.901,
3.80,0.468,-0.306,-4.318,
3.82,0.460,-0.385,-3.640,
3.84,0.452,-0.450,-2.967,
3.86,0.442,-0.506,-2.137,
3.88,0.432,-0.541,-1.064,
3.90,0.420,-0.550,0.115,
3.92,0.409,-0.535,1.243,
3.94,0.399,-0.500,2.321,
3.96,0.389,-0.441,3.341,
3.98,0.381,-0.362,4.157,
4.00,0.374,-0.273,4.854,
4.02,0.370,-0.168,5.468,
4.04,0.367,-0.051,5.865,
4.06,0.367,0.074,5.881,
4.08,0.370,0.191,5.513,
4.10,0.375,0.295,5.005,
4.12,0.382,0.392,4.390,
4.14,0.391,0.475,3.581,
4.16,0.401,0.538,2.616,
4.18,0.413,0.581,1.507,
4.20,0.425,0.603,0.173,
4.22,0.438,0.589,-1.224,
4.24,0.449,0.549,-2.389,
4.26,0.460,0.491,-3.381,
4.28,0.469,0.412,-4.254,
4.30,0.476,0.319,-4.982,
4.32,0.482,0.211,-5.559,
4.34,0.485,0.091,-5.857,
4.36,0.486,-0.028,-5.895,
4.38,0.484,-0.147,-5.733,
4.40,0.480,-0.262,-5.303,
4.42,0.473,-0.362,-4.706,
4.44,0.465,-0.451,-4.027,
4.46,0.455,-0.526,-3.144,
4.48,0.444,-0.581,-2.032,
4.50,0.431,-0.610,-0.766,
4.52,0.419,-0.610,0.442,
4.54,0.407,-0.590,1.526,
4.56,0.395,-0.550,2.672,
4.58,0.384,-0.484,3.846,
4.60,0.375,-0.394,4.898,
4.62,0.368,-0.285,5.742,
4.64,0.364,-0.159,6.231,
4.66,0.362,-0.029,6.343,
4.68,0.362,0.098,6.261,
4.70,0.366,0.223,6.018,
4.72,0.371,0.342,5.535,
4.74,0.380,0.449,4.804,
4.76,0.390,0.539,3.781,
4.78,0.402,0.605,2.477,
4.80,0.414,0.639,1.103,
4.82,0.428,0.648,-0.244,
4.84,0.441,0.628,-1.527,
4.86,0.453,0.586,-2.744,
4.88,0.465,0.519,-3.935,
4.90,0.474,0.423,-4.847,
4.92,0.482,0.320,-5.474,
4.94,0.487,0.204,-6.008,
4.96,0.490,0.075,-6.290,
4.98,0.490,-0.052,-6.293,
5.00,0.488,-0.178,-6.148,
5.02,0.483,-0.304,-5.663,
5.04,0.475,-0.410,-4.856,
5.06,0.466,-0.499,-3.943,
5.08,0.455,-0.569,-2.924,
5.10,0.443,-0.617,-1.843,
5.12,0.430,-0.646,-0.623,
5.14,0.417,-0.643,0.665,
5.16,0.404,-0.618,1.924,
5.18,0.392,-0.568,3.229,
5.20,0.381,-0.487,4.386,
5.22,0.372,-0.386,5.230,
5.24,0.365,-0.274,5.877,
5.26,0.361,-0.150,6.386,
5.28,0.359,-0.016,6.678,
5.30,0.360,0.122,6.670,
5.32,0.364,0.256,6.323,
5.34,0.371,0.381,5.613,
5.36,0.380,0.486,4.606,
5.38,0.390,0.566,3.520,
5.40,0.403,0.629,2.318,
5.42,0.416,0.662,0.952,
5.44,0.430,0.668,-0.493,
5.46,0.443,0.643,-1.959,
5.48,0.456,0.586,-3.238,
5.50,0.467,0.509,-4.296,
5.52,0.476,0.412,-5.181,
5.54,0.484,0.297,-5.764,
5.56,0.488,0.178,-6.117,
5.58,0.491,0.053,-6.447,
5.60,0.491,-0.084,-6.534,
5.62,0.488,-0.217,-6.123,
5.64,0.482,-0.334,-5.384,
5.66,0.474,-0.434,-4.525,
5.68,0.464,-0.515,-3.639,
5.70,0.453,-0.579,-2.752,
5.72,0.441,-0.629,-1.661,
5.74,0.427,-0.651,-0.301,
5.76,0.414,-0.642,1.116,
5.78,0.401,-0.603,2.401,
5.80,0.390,-0.542,3.506,
5.82,0.379,-0.462,4.531,
5.84,0.371,-0.360,5.452,
5.86,0.365,-0.241,6.188,
5.88,0.361,-0.109,6.681,
5.90,0.360,0.033,6.753,
5.92,0.362,0.169,6.392,
5.94,0.367,0.291,5.828,
5.96,0.374,0.403,5.141,
5.98,0.383,0.500,4.260,
6.00,0.395,0.577,3.167,
6.02,0.407,0.629,1.900,
6.04,0.420,0.657,0.450,
6.06,0.434,0.649,-1.081,
6.08,0.447,0.609,-2.399,
6.10,0.458,0.550,-3.506,
6.12,0.469,0.467,-4.484,
6.14,0.477,0.367,-5.241,
6.16,0.484,0.256,-5.863,
6.18,0.488,0.128,-6.245,
6.20,0.489,0.000,-6.268,
6.22,0.488,-0.124,-6.136,
6.24,0.484,-0.249,-5.764,
6.26,0.478,-0.362,-5.026,
6.28,0.469,-0.451,-4.191,
6.30,0.459,-0.528,-3.354,
6.32,0.448,-0.588,-2.355,
6.34,0.435,-0.627,-1.125,
6.36,0.422,-0.637,0.302,
6.38,0.409,-0.615,1.722,
6.40,0.397,-0.563,2.873,
6.42,0.387,-0.496,3.840,
6.44,0.377,-0.410,4.809,
6.46,0.370,-0.302,5.625,
6.48,0.365,-0.181,6.185,
6.50,0.363,-0.051,6.488,
6.52,0.363,0.085,6.410,
6.54,0.366,0.211,6.003,
6.56,0.371,0.327,5.435,
6.58,0.379,0.432,4.661,
6.60,0.389,0.516,3.688,
6.62,0.400,0.583,2.491,
6.64,0.413,0.621,1.059,
6.66,0.426,0.625,-0.343,
6.68,0.438,0.604,-1.590,
6.70,0.450,0.559,-2.716,
6.72,0.461,0.493,-3.712,
6.74,0.470,0.410,-4.651,
6.76,0.478,0.306,-5.492,
6.78,0.483,0.184,-5.967,
6.80,0.485,0.060,-6.044,
6.82,0.485,-0.061,-5.879,
6.84,0.482,-0.177,-5.561,
6.86,0.478,-0.286,-5.099,
6.88,0.471,-0.384,-4.416,
6.90,0.462,-0.465,-3.566,
6.92,0.452,-0.528,-2.624,
6.94,0.441,-0.572,-1.546,
6.96,0.429,-0.593,-0.316,
6.98,0.417,-0.586,0.970,
7.00,0.405,-0.551,2.114,
7.02,0.394,-0.499,3.144,
7.04,0.385,-0.425,4.144,
7.06,0.377,-0.331,4.977,
7.08,0.371,-0.223,5.607,
7.10,0.368,-0.103,5.990,
7.12,0.367,0.023,6.003,
7.14,0.369,0.143,5.692,
7.16,0.373,0.251,5.272,
7.18,0.379,0.355,4.735,
7.20,0.387,0.446,3.925,
7.22,0.397,0.518,2.803,
7.24,0.408,0.561,1.477,
7.26,0.420,0.575,0.198,
7.28,0.432,0.568,-1.005,
7.30,0.443,0.534,-2.112,
7.32,0.453,0.480,-3.060,
7.34,0.463,0.411,-3.972,
7.36,0.470,0.321,-4.799,
7.38,0.476,0.214,-5.313,
7.40,0.479,0.103,-5.533,
7.42,0.480,-0.011,-5.524,
7.44,0.478,-0.123,-5.219,
7.46,0.475,-0.221,-4.790,
7.48,0.469,-0.315,-4.306,
7.50,0.462,-0.397,-3.615,
7.52,0.453,-0.461,-2.789,
7.54,0.443,-0.510,-1.851,
7.56,0.433,-0.539,-0.722,
7.58,0.421,-0.541,0.514,
7.60,0.410,-0.516,1.639,
7.62,0.400,-0.472,2.574,
7.64,0.391,-0.412,3.442,
7.66,0.384,-0.334,4.266,
7.68,0.378,-0.240,4.957,
7.70,0.374,-0.133,5.427,
7.72,0.372,-0.016,5.523,
7.74,0.373,0.095,5.265,
7.76,0.376,0.195,4.901,
7.78,0.381,0.292,4.422,
7.80,0.388,0.376,3.718,
7.82,0.396,0.443,2.846,
7.84,0.406,0.493,1.781,
7.86,0.417,0.517,0.578,
7.88,0.427,0.515,-0.573,
7.90,0.438,0.492,-1.616,
7.92,0.447,0.449,-2.547,
7.94,0.456,0.388,-3.338,
7.96,0.463,0.315,-4.074,
7.98,0.469,0.224,-4.728,
8.00,0.472,0.120,-5.078,
8.02,0.473,0.015,-5.081,
8.04,0.473,-0.087,-4.811,
8.06,0.470,-0.180,-4.364,
8.08,0.465,-0.261,-3.906,
8.10,0.459,-0.337,-3.405,
8.12,0.452,-0.401,-2.713,
8.14,0.443,-0.448,-1.847,
8.16,0.433,-0.476,-0.867,
8.18,0.424,-0.485,0.226,
8.20,0.414,-0.467,1.304,
8.22,0.405,-0.429,2.196,
8.24,0.396,-0.379,3.015,
8.26,0.389,-0.308,3.793,
8.28,0.384,-0.223,4.372,
8.30,0.380,-0.130,4.757,
8.32,0.378,-0.032,5.005,
8.34,0.379,0.076,4.913,
8.36,0.382,0.171,4.475,
8.38,0.386,0.255,3.942,
8.40,0.392,0.330,3.317,
8.42,0.399,0.390,2.563,
8.44,0.408,0.434,1.691,
8.46,0.417,0.461,0.666,
8.48,0.427,0.464,-0.485,
8.50,0.436,0.440,-1.567,
8.52,0.444,0.397,-2.416,
8.54,0.452,0.340,-3.055,
8.56,0.458,0.273,-3.579,
8.58,0.463,0.197,-4.065,
8.60,0.466,0.109,-4.452,
8.62,0.468,0.014,-4.569,
8.64,0.467,-0.079,-4.371,
8.66,0.464,-0.164,-3.963,
8.68,0.460,-0.240,-3.413,
8.70,0.454,-0.300,-2.864,
8.72,0.448,-0.353,-2.377,
8.74,0.440,-0.400,-1.675,
8.76,0.432,-0.425,-0.720,
8.78,0.423,-0.429,0.274,
8.80,0.414,-0.412,1.187,
8.82,0.406,-0.380,2.034,
8.84,0.399,-0.332,2.896,
8.86,0.392,-0.261,3.561,
8.88,0.388,-0.184,3.960,
8.90,0.385,-0.101,4.239,
8.92,0.384,-0.011,4.312,
8.94,0.385,0.075,4.170,
8.96,0.387,0.156,3.941,
8.98,0.391,0.236,3.522,
9.00,0.397,0.303,2.818,
9.02,0.403,0.349,2.037,
9.04,0.411,0.383,1.292,
9.06,0.419,0.402,0.500,
9.08,0.427,0.405,-0.397,
9.10,0.435,0.388,-1.389,
9.12,0.443,0.348,-2.310,
9.14,0.450,0.290,-2.954,
9.16,0.455,0.226,-3.383,
9.18,0.459,0.155,-3.744,
9.20,0.461,0.074,-3.942,
9.22,0.462,-0.008,-3.893,
9.24,0.461,-0.083,-3.765,
9.26,0.458,-0.158,-3.610,
9.28,0.454,-0.231,-3.223,
9.30,0.449,-0.292,-2.569,
9.32,0.443,-0.335,-1.816,
9.34,0.435,-0.363,-1.083,
9.36,0.428,-0.378,-0.373,
9.38,0.420,-0.381,0.442,
9.40,0.412,-0.362,1.326,
9.42,0.405,-0.326,2.156,
9.44,0.399,-0.274,2.868,
9.46,0.394,-0.209,3.415,
9.48,0.390,-0.134,3.760,
9.50,0.389,-0.054,3.861,
9.52,0.388,0.022,3.860,
9.54,0.389,0.100,3.801,
9.56,0.392,0.178,3.503,
9.58,0.397,0.245,2.943,
9.60,0.402,0.298,2.271,
9.62,0.409,0.336,1.554,
9.64,0.416,0.359,0.833,
9.66,0.424,0.370,0.081,
9.68,0.431,0.366,-0.803,
9.70,0.438,0.340,-1.757,
9.72,0.445,0.291,-2.500,
9.74,0.450,0.234,-2.954,
9.76,0.454,0.171,-3.267,
9.78,0.457,0.102,-3.485,
9.80,0.459,0.029,-3.556,
9.82,0.458,-0.041,-3.546,
9.84,0.457,-0.113,-3.492,
9.86,0.454,-0.184,-3.249,
9.88,0.449,-0.247,-2.786,
9.90,0.444,-0.298,-2.136,
9.92,0.437,-0.334,-1.371,
9.94,0.430,-0.354,-0.563,
9.96,0.423,-0.355,0.186,
9.98,0.416,-0.345,0.857,
10.00,0.409,-0.323,1.639,
10.02,0.402,-0.280,2.420,
10.04,0.397,-0.223,3.015,
10.06,0.393,-0.156,3.416,
10.08,0.391,-0.084,3.669,
10.10,0.390,-0.008,3.814,
10.12,0.391,0.073,3.678,
10.14,0.393,0.144,3.289,
10.16,0.397,0.204,2.893,
10.18,0.401,0.260,2.444,
10.20,0.407,0.305,1.833,
10.22,0.414,0.334,1.148,
10.24,0.421,0.351,0.415,
10.26,0.428,0.354,-0.456,
10.28,0.435,0.335,-1.403,
10.30,0.442,0.294,-2.164,
10.32,0.447,0.243,-2.638,
10.34,0.452,0.187,-2.969,
10.36,0.455,0.124,-3.245,
10.38,0.457,0.057,-3.479,
10.40,0.457,-0.016,-3.624,
10.42,0.456,-0.094,-3.489,
10.44,0.453,-0.161,-3.084,
10.46,0.449,-0.217,-2.619,
10.48,0.444,-0.264,-2.190,
10.50,0.439,-0.305,-1.725,
10.52,0.432,-0.337,-1.060,
10.54,0.425,-0.351,-0.233,
10.56,0.418,-0.347,0.624,
10.58,0.411,-0.326,1.466,
10.60,0.404,-0.287,2.214,
10.62,0.399,-0.233,2.745,
10.64,0.395,-0.174,3.103,
10.66,0.392,-0.109,3.423,
10.68,0.391,-0.036,3.662,
10.70,0.391,0.041,3.721,
10.72,0.392,0.116,3.575,
10.74,0.395,0.188,3.203,
10.76,0.400,0.247,2.654,
10.78,0.405,0.294,2.068,
10.80,0.412,0.330,1.454,
10.82,0.419,0.355,0.659,
10.84,0.426,0.360,-0.307,
10.86,0.433,0.342,-1.206,
10.88,0.440,0.309,-1.949,
10.90,0.446,0.260,-2.463,
10.92,0.451,0.207,-2.786,
10.94,0.454,0.149,-3.099,
10.96,0.457,0.084,-3.435,
10.98,0.458,0.010,-3.666,
11.00,0.457,-0.068,-3.591,
11.02,0.455,-0.139,-3.255,
11.04,0.452,-0.199,-2.833,
11.06,0.447,-0.253,-2.360,
11.08,0.441,-0.294,-1.842,
11.10,0.435,-0.326,-1.304,
11.12,0.428,-0.351,-0.555,
11.14,0.421,-0.352,0.382,
11.16,0.414,-0.331,1.145,
11.18,0.407,-0.303,1.753,
11.20,0.401,-0.263,2.406,
11.22,0.396,-0.207,3.028,
11.24,0.393,-0.139,3.472,
11.26,0.391,-0.064,3.716,
11.28,0.390,0.012,3.820,
11.30,0.391,0.091,3.724,
11.32,0.394,0.166,3.347,
11.34,0.398,0.227,2.850,
11.36,0.403,0.280,2.319,
11.38,0.409,0.321,1.696,
11.40,0.416,0.349,0.999,
11.42,0.424,0.362,0.234,
11.44,0.431,0.361,-0.650,
11.46,0.438,0.337,-1.577,
11.48,0.445,0.294,-2.313,
11.50,0.450,0.241,-2.831,
11.52,0.455,0.179,-3.232,
11.54,0.458,0.110,-3.531,
11.56,0.459,0.035,-3.676,
11.58,0.459,-0.039,-3.694,
11.60,0.458,-0.113,-3.635,
11.62,0.454,-0.188,-3.355,
11.64,0.450,-0.251,-2.869,
11.66,0.444,-0.303,-2.302,
11.68,0.438,-0.345,-1.614,
11.70,0.430,-0.370,-0.812,
11.72,0.423,-0.379,0.055,
11.74,0.415,-0.368,0.911,
11.76,0.408,-0.340,1.657,
11.78,0.401,-0.300,2.306,
11.80,0.395,-0.248,2.940,
11.82,0.391,-0.181,3.498,
11.84,0.388,-0.103,3.798,
11.86,0.387,-0.026,3.923,
11.88,0.387,0.054,3.989,
11.90,0.389,0.135,3.915,
11.92,0.392,0.214,3.625,
11.94,0.397,0.285,3.045,
11.96,0.404,0.340,2.223,
11.98,0.411,0.374,1.367,
12.00,0.419,0.394,0.540,
12.02,0.427,0.395,-0.258,
12.04,0.435,0.384,-1.059,
12.06,0.443,0.353,-1.861,
12.08,0.450,0.308,-2.603,
12.10,0.456,0.248,-3.287,
12.12,0.460,0.173,-3.777,
12.14,0.463,0.093,-4.027,
12.16,0.464,0.009,-4.062,
12.18,0.463,-0.072,-3.920,
12.20,0.461,-0.149,-3.663,
12.22,0.457,-0.220,-3.312,
12.24,0.452,-0.282,-2.913,
12.26,0.445,-0.338,-2.406,
12.28,0.438,-0.382,-1.706,
12.30,0.430,-0.409,-0.824,
12.32,0.421,-0.416,0.144,
12.34,0.413,-0.404,1.112,
12.36,0.405,-0.370,1.991,
12.38,0.398,-0.321,2.695,
12.40,0.392,-0.261,3.315,
12.42,0.387,-0.188,3.886,
12.44,0.384,-0.104,4.306,
12.46,0.383,-0.011,4.440,
12.48,0.384,0.079,4.287,
12.50,0.386,0.162,4.002,
12.52,0.390,0.240,3.609,
12.54,0.396,0.309,3.084,
12.56,0.403,0.367,2.391,
12.58,0.411,0.406,1.583,
12.60,0.419,0.430,0.714,
12.62,0.428,0.438,-0.318,
12.64,0.437,0.419,-1.410,
12.66,0.445,0.378,-2.293,
12.68,0.453,0.323,-2.945,
12.70,0.459,0.258,-3.459,
12.72,0.463,0.185,-3.926,
12.74,0.466,0.101,-4.368,
12.76,0.467,0.006,-4.581,
12.78,0.466,-0.089,-4.442,
12.80,0.464,-0.176,-4.029,
12.82,0.459,-0.252,-3.490,
12.84,0.453,-0.314,-2.986,
12.86,0.447,-0.371,-2.459,
12.88,0.438,-0.418,-1.681,
12.90,0.429,-0.442,-0.712,
12.92,0.420,-0.445,0.261,
12.94,0.411,-0.431,1.215,
12.96,0.403,-0.397,2.168,
12.98,0.395,-0.341,2.963,
13.00,0.389,-0.275,3.555,
13.02,0.384,-0.199,4.099,
13.04,0.381,-0.110,4.547,
13.06,0.379,-0.014,4.799,
13.08,0.380,0.088,4.732,
13.10,0.383,0.181,4.341,
13.12,0.388,0.263,3.823,
13.14,0.394,0.335,3.223,
13.16,0.401,0.394,2.508,
13.18,0.410,0.437,1.685,
13.20,0.419,0.463,0.717,
13.22,0.429,0.468,-0.408,
13.24,0.438,0.447,-1.538,
13.26,0.447,0.403,-2.475,
13.28,0.454,0.344,-3.165,
13.30,0.461,0.274,-3.707,
13.32,0.466,0.194,-4.136,
13.34,0.469,0.108,-4.488,
13.36,0.470,0.013,-4.737,
13.38,0.469,-0.086,-4.695,
13.40,0.466,-0.180,-4.323,
13.42,0.462,-0.263,-3.729,
13.44,0.456,-0.331,-3.037,
13.46,0.448,-0.383,-2.398,
13.48,0.440,-0.426,-1.750,
13.50,0.431,-0.457,-0.878,
13.52,0.422,-0.464,0.163,
13.54,0.412,-0.451,1.240,
13.56,0.403,-0.415,2.272,
13.58,0.395,-0.356,3.061,
13.60,0.389,-0.287,3.577,
13.62,0.384,-0.213,4.049,
13.64,0.380,-0.126,4.530,
13.66,0.379,-0.029,4.854,
13.68,0.379,0.072,4.924,
13.70,0.381,0.173,4.692,
13.72,0.386,0.266,4.144,
13.74,0.392,0.342,3.405,
13.76,0.400,0.401,2.646,
13.78,0.409,0.447,1.849,
13.80,0.418,0.480,0.816,
13.82,0.428,0.485,-0.439,
13.84,0.438,0.460,-1.593,
13.86,0.447,0.416,-2.476,
13.88,0.455,0.357,-3.148,
13.90,0.461,0.288,-3.708,
13.92,0.466,0.210,-4.259,
13.94,0.470,0.115,-4.655,
13.96,0.471,0.018,-4.766,
13.98,0.471,-0.077,-4.745,
14.00,0.468,-0.175,-4.509,
14.02,0.464,-0.262,-4.004,
14.04,0.457,-0.337,-3.322,
14.06,0.450,-0.397,-2.512,
14.08,0.441,-0.436,-1.744,
14.10,0.432,-0.466,-0.981,
14.12,0.422,-0.480,-0.001,
14.14,0.413,-0.468,1.097,
14.16,0.403,-0.435,2.125,
14.18,0.395,-0.382,3.064,
14.20,0.388,-0.311,3.870,
14.22,0.382,-0.223,4.423,
14.24,0.379,-0.129,4.695,
14.26,0.377,-0.034,4.844,
14.28,0.377,0.067,4.871,
14.30,0.380,0.165,4.681,
14.32,0.384,0.257,4.295,
14.34,0.390,0.340,3.687,
14.36,0.398,0.409,2.823,
14.38,0.407,0.455,1.818,
14.40,0.416,0.481,0.813,
14.42,0.426,0.489,-0.241,
14.44,0.436,0.472,-1.310,
14.46,0.446,0.434,-2.250,
14.48,0.454,0.381,-3.119,
14.50,0.461,0.308,-3.901,
14.52,0.467,0.221,-4.434,
14.54,0.470,0.127,-4.715,
14.56,0.472,0.029,-4.786,
14.58,0.471,-0.068,-4.641,
14.60,0.469,-0.158,-4.384,
14.62,0.465,-0.244,-4.042,
14.64,0.459,-0.324,-3.480,
14.66,0.452,-0.386,-2.767,
14.68,0.443,-0.435,-1.978,
14.70,0.434,-0.469,-1.021,
14.72,0.424,-0.477,-0.006,
14.74,0.415,-0.466,0.907,
14.76,0.405,-0.441,1.808,
14.78,0.397,-0.396,2.803,
14.80,0.389,-0.328,3.755,
14.82,0.383,-0.242,4.483,
14.84,0.379,-0.143,4.864,
14.86,0.378,-0.042,4.934,
14.88,0.378,0.055,4.902,
14.90,0.380,0.155,4.741,
14.92,0.384,0.249,4.356,
14.94,0.390,0.332,3.778,
14.96,0.397,0.405,2.915,
14.98,0.406,0.453,1.824,
15.00,0.416,0.477,0.769,
15.02,0.426,0.483,-0.231,
15.04,0.435,0.468,-1.217,
15.06,0.445,0.432,-2.110,
15.08,0.453,0.381,-2.890,
15.10,0.460,0.317,-3.655,
15.12,0.466,0.235,-4.358,
15.14,0.470,0.138,-4.775,
15.16,0.472,0.038,-4.894,
15.18,0.471,-0.061,-4.783,
15.20,0.469,-0.157,-4.448,
15.22,0.465,-0.242,-3.956,
15.24,0.459,-0.314,-3.444,
15.26,0.452,-0.379,-2.936,
15.28,0.444,-0.436,-2.194,
15.30,0.434,-0.473,-1.138,
15.32,0.425,-0.483,0.009,
15.34,0.415,-0.471,1.110,
15.36,0.405,-0.435,2.035,
15.38,0.397,-0.386,2.761,
15.40,0.390,-0.326,3.515,
15.42,0.384,-0.246,4.248,
15.44,0.380,-0.152,4.755,
15.46,0.378,-0.051,4.964,
15.48,0.378,0.051,4.870,
15.50,0.380,0.147,4.592,
