"Time","Potential","Position","Velocity","Acceleration"
0.01,2.375,,,
0.02,2.370,0.414,0.010,0.113
0.03,2.375,,,
0.04,2.375,0.415,0.011,0.117
0.05,2.370,,,
0.06,2.375,0.415,0.016,0.039
0.07,2.375,,,
0.08,2.370,0.415,0.017,-0.225
0.09,2.375,,,
0.10,2.370,0.416,0.005,-0.423
0.11,2.370,,,
0.12,2.375,0.415,-0.004,-0.404
0.13,2.370,,,
0.14,2.375,0.415,-0.010,-0.355
0.15,1.995,,,
0.16,2.370,0.415,-0.020,-0.211
0.17,2.375,,,
0.18,2.375,0.414,-0.022,0.077
0.19,2.375,,,
0.20,2.370,0.414,-0.015,0.281
0.21,2.375,,,
0.22,2.375,0.414,-0.009,0.396
0.23,2.370,,,
0.24,2.375,0.414,0.002,0.405
0.25,2.370,,,
0.26,2.375,0.414,0.012,0.156
0.27,2.375,,,
0.28,2.370,0.414,0.009,-0.126
0.29,2.375,,,
0.30,2.370,0.414,0.003,-0.240
0.31,2.375,,,
0.32,2.375,0.414,-0.001,-0.320
0.33,2.370,,,
0.34,2.375,0.414,-0.009,-0.362
0.35,1.995,,,
0.36,2.370,0.414,-0.019,-0.210
0.37,2.370,,,
0.38,2.370,0.414,-0.020,0.081
0.39,2.375,,,
0.40,2.375,0.413,-0.016,0.359
0.41,2.370,,,
0.42,2.375,0.413,-0.004,0.519
0.43,2.375,,,
0.44,2.370,0.413,0.010,0.412
0.45,2.370,,,
0.46,2.375,0.413,0.015,0.158
0.47,2.370,,,
0.48,2.370,0.414,0.015,-0.046
0.49,2.370,,,
0.50,2.375,0.414,0.014,-0.261
0.51,2.370,,,
0.52,2.375,0.414,0.003,-0.388
0.53,2.370,,,
0.54,2.375,0.414,-0.006,-0.319
0.55,1.995,,,
0.56,2.370,0.414,-0.012,-0.110
0.57,2.375,,,
0.58,2.370,0.414,-0.011,0.170
0.59,2.375,,,
0.60,2.375,0.413,-0.003,0.362
0.61,2.370,,,
0.62,2.375,0.413,0.007,0.368
0.63,2.370,,,
0.64,2.370,0.414,0.013,0.259
0.65,2.375,,,
0.66,2.370,0.414,0.018,0.100
0.67,2.370,,,
0.68,2.370,0.415,0.018,-0.100
0.69,2.370,,,
0.70,2.375,0.415,0.013,-0.264
0.71,2.370,,,
0.72,2.375,0.415,0.008,-0.412
0.73,2.375,,,
0.74,2.370,0.415,-0.006,-0.447
0.75,2.375,,,
0.76,2.015,0.415,-0.015,-0.251
0.77,2.370,,,
0.78,2.375,0.414,-0.015,-0.030
0.79,2.370,,,
0.80,2.375,0.414,-0.016,0.171
0.81,2.370,,,
0.82,2.375,0.414,-0.009,0.362
0.83,2.370,,,
0.84,2.370,0.414,0.003,0.324
0.85,2.370,,,
0.86,2.370,0.414,0.007,0.127
0.87,2.375,,,
0.88,2.375,0.414,0.008,-0.072
0.89,2.370,,,
0.90,2.375,0.414,0.003,-0.231
0.91,2.375,,,
0.92,2.370,0.414,-0.004,-0.264
0.93,2.375,,,
0.94,2.370,0.414,-0.007,-0.279
0.95,2.375,,,
0.96,1.995,0.414,-0.017,-0.176
0.97,2.370,,,
0.98,2.375,0.413,-0.018,0.096
0.99,2.370,,,
1.00,2.370,0.413,-0.011,0.295
1.01,2.375,,,
1.02,2.370,0.413,-0.005,0.452
1.03,2.375,,,
1.04,2.370,0.413,0.008,0.515
1.05,2.370,,,
1.06,2.370,0.413,0.020,0.317
1.07,2.375,,,
1.08,2.370,0.414,0.022,0.018
1.09,2.370,,,
1.10,2.370,0.414,0.020,-0.231
1.11,2.370,,,
1.12,2.375,0.415,0.011,-0.344
1.13,2.370,,,
1.14,2.370,0.415,0.003,-0.289
1.15,2.370,,,
1.16,1.995,0.415,0.000,-0.240
1.17,2.370,,,
1.18,2.370,0.415,-0.008,-0.105
1.19,2.375,,,
1.20,2.375,0.414,-0.007,0.173
1.21,2.370,,,
1.22,2.370,0.414,0.000,0.375
1.23,2.375,,,
1.24,2.375,0.414,0.011,0.412
1.25,2.370,,,
1.26,2.375,0.415,0.021,0.224
1.27,2.370,,,
1.28,2.375,0.415,0.021,-0.050
1.29,2.370,,,
1.30,2.375,0.416,0.017,-0.257
1.31,2.375,,,
1.32,2.375,0.416,0.011,-0.470
1.33,2.370,,,
1.34,2.370,0.416,-0.004,-0.534
1.35,2.370,,,
1.36,1.995,0.416,-0.014,-0.366
1.37,2.375,,,
1.38,2.370,0.416,-0.020,-0.109
1.39,2.375,,,
