"Time","Position","Velocity","Acceleration","Potential"
1.27,,,,2.375
1.28,0.425,0.082,-0.086,2.370
1.29,,,,2.375
1.30,0.426,0.075,-0.202,2.375
1.31,,,,2.375
1.32,0.427,0.071,-0.198,2.375
1.33,,,,2.375
1.34,0.429,0.068,-0.202,2.375
1.35,,,,2.375
1.36,0.430,0.065,-0.294,2.375
1.37,,,,2.370
1.38,0.432,0.058,-0.455,2.375
1.39,,,,2.375
1.40,0.433,0.044,-0.503,2.375
1.41,,,,2.370
1.42,0.433,0.035,-0.446,2.375
1.43,,,,2.375
1.44,0.434,0.029,-0.464,2.375
1.45,,,,2.375
1.46,0.435,0.019,-0.575,2.370
1.47,,,,2.375
1.48,0.435,0.004,-0.597,2.375
1.49,,,,2.370
1.50,0.435,-0.008,-0.488,2.375
1.51,,,,2.375
1.52,0.434,-0.016,-0.363,2.375
1.53,,,,2.375
1.54,0.434,-0.019,-0.382,2.370
1.55,,,,2.375
1.56,0.434,-0.029,-0.532,2.375
1.57,,,,2.375
1.58,0.433,-0.043,-0.557,2.375
1.59,,,,2.375
1.60,0.432,-0.054,-0.414,2.370
1.61,,,,2.375
1.62,0.431,-0.061,-0.239,2.375
1.63,,,,2.375
1.64,0.429,-0.061,-0.201,2.375
1.65,,,,2.370
1.66,0.428,-0.066,-0.286,2.375
1.67,,,,2.375
1.68,0.427,-0.076,-0.234,2.375
1.69,,,,2.375
1.70,0.425,-0.079,-0.040,2.375
1.71,,,,2.375
1.72,0.423,-0.075,0.053,2.375
1.73,,,,2.375
1.74,0.422,-0.073,0.008,2.370
1.75,,,,2.375
1.76,0.421,-0.076,0.047,2.375
1.77,,,,2.370
1.78,0.419,-0.074,0.205,2.375
1.79,,,,2.375
1.80,0.418,-0.068,0.357,2.370
1.81,,,,2.375
1.82,0.416,-0.058,0.422,2.375
1.83,,,,2.375
1.84,0.415,-0.049,0.380,2.375
1.85,,,,2.370
1.86,0.414,-0.044,0.378,2.370
1.87,,,,2.375
1.88,0.413,-0.036,0.487,2.370
1.89,,,,2.375
1.90,0.413,-0.025,0.619,2.370
1.91,,,,2.375
1.92,0.412,-0.011,0.710,2.375
1.93,,,,2.370
1.94,0.412,0.007,0.646,2.375
1.95,,,,2.375
1.96,0.413,0.018,0.473,2.370
1.97,,,,2.375
1.98,0.413,0.023,0.415,2.370
1.99,,,,2.375
2.00,0.414,0.032,0.458,2.370
2.01,,,,2.375
2.02,0.414,0.042,0.494,2.370
2.03,,,,2.370
2.04,0.415,0.054,0.421,2.375
2.05,,,,2.375
2.06,0.417,0.061,0.258,2.375
2.07,,,,2.375
2.08,0.418,0.062,0.206,2.370
2.09,,,,0.611
2.10,0.419,0.066,0.275,2.365
2.11,,,,2.370
2.12,0.420,0.076,0.225,2.375
2.13,,,,2.370
2.14,0.422,0.078,0.034,2.375
2.15,,,,2.370
2.16,0.424,0.075,-0.063,2.375
2.17,,,,2.375
2.18,0.425,0.073,-0.051,2.370
2.19,,,,2.375
2.20,0.427,0.074,-0.093,2.375
2.21,,,,2.375
2.22,0.428,0.072,-0.241,2.375
2.23,,,,2.375
2.24,0.430,0.063,-0.351,2.375
2.25,,,,2.375
2.26,0.431,0.056,-0.382,2.370
2.27,,,,2.375
2.28,0.432,0.048,-0.394,2.375
2.29,,,,2.375
2.30,0.433,0.039,-0.364,2.375
2.31,,,,2.370
2.32,0.433,0.035,-0.384,2.375
2.33,,,,2.375
2.34,0.434,0.026,-0.480,2.370
2.35,,,,2.375
2.36,0.434,0.014,-0.499,2.375
2.37,,,,2.375
2.38,0.435,0.004,-0.437,2.375
2.39,,,,2.375
2.40,0.435,-0.003,-0.416,2.375
2.41,,,,2.370
2.42,0.434,-0.010,-0.488,2.375
2.43,,,,2.375
2.44,0.434,-0.022,-0.573,2.375
2.45,,,,2.375
2.46,0.434,-0.035,-0.563,2.370
2.47,,,,2.375
2.48,0.433,-0.046,-0.458,2.375
2.49,,,,2.375
2.50,0.432,-0.054,-0.332,2.375
2.51,,,,2.370
2.52,0.431,-0.059,-0.237,2.375
2.53,,,,2.375
2.54,0.429,-0.061,-0.252,2.370
2.55,,,,2.375
2.56,0.428,-0.068,-0.331,2.370
2.57,,,,2.370
2.58,0.427,-0.077,-0.277,2.375
2.59,,,,2.370
2.60,0.425,-0.082,-0.101,2.375
2.61,,,,2.375
2.62,0.423,-0.081,0.080,2.375
2.63,,,,2.370
2.64,0.422,-0.075,0.127,2.375
2.65,,,,2.375
2.66,0.420,-0.074,0.072,2.370
2.67,,,,2.375
2.68,0.419,-0.075,0.148,2.375
2.69,,,,2.370
2.70,0.417,-0.070,0.329,2.370
2.71,,,,2.370
2.72,0.416,-0.062,0.485,2.375
2.73,,,,2.375
2.74,0.415,-0.048,0.512,2.375
2.75,,,,2.375
2.76,0.414,-0.039,0.423,2.375
2.77,,,,2.370
2.78,0.413,-0.034,0.454,2.375
2.79,,,,2.370
2.80,0.413,-0.023,0.588,2.375
2.81,,,,2.375
2.82,0.412,-0.009,0.663,2.370
2.83,,,,2.375
2.84,0.412,0.004,0.689,2.370
2.85,,,,2.370
2.86,0.412,0.020,0.611,2.375
2.87,,,,2.370
2.88,0.413,0.031,0.449,2.375
2.89,,,,2.370
2.90,0.414,0.036,0.385,2.375
2.91,,,,2.375
2.92,0.414,0.044,0.431,2.370
2.93,,,,2.375
2.94,0.415,0.053,0.481,2.370
2.95,,,,2.375
2.96,0.417,0.066,0.406,2.375
2.97,,,,2.365
2.98,0.418,0.072,0.223,0.551
2.99,,,,2.370
3.00,0.420,0.073,0.132,2.375
3.01,,,,2.375
3.02,0.421,0.075,0.133,2.370
3.03,,,,2.375
3.04,0.423,0.078,0.145,2.375
3.05,,,,2.375
3.06,0.424,0.083,0.040,2.375
3.07,,,,2.375
3.08,0.426,0.082,-0.174,2.375
3.09,,,,2.375
3.10,0.427,0.074,-0.265,2.375
3.11,,,,2.375
3.12,0.429,0.069,-0.255,2.370
3.13,,,,2.375
3.14,0.430,0.064,-0.252,2.375
3.15,,,,2.375
3.16,0.431,0.061,-0.346,2.375
3.17,,,,2.375
3.18,0.433,0.052,-0.544,2.375
3.19,,,,2.375
3.20,0.434,0.036,-0.614,2.370
3.21,,,,2.370
3.22,0.434,0.024,-0.526,2.375
3.23,,,,2.370
3.24,0.435,0.015,-0.423,2.375
3.25,,,,2.370
3.26,0.435,0.008,-0.367,2.375
3.27,,,,2.375
3.28,0.435,0.003,-0.443,2.375
3.29,,,,2.375
3.30,0.435,-0.008,-0.585,2.380
3.31,,,,2.370
3.32,0.435,-0.023,-0.581,2.375
3.33,,,,2.370
3.34,0.434,-0.034,-0.450,2.370
3.35,,,,2.370
3.36,0.433,-0.039,-0.400,2.375
3.37,,,,2.375
3.38,0.432,-0.047,-0.477,2.370
3.39,,,,2.375
3.40,0.431,-0.060,-0.495,2.370
3.41,,,,2.375
3.42,0.430,-0.069,-0.400,2.375
3.43,,,,2.370
3.44,0.429,-0.076,-0.265,2.370
3.45,,,,2.375
3.46,0.427,-0.080,-0.114,2.375
3.47,,,,2.375
3.48,0.425,-0.081,0.016,2.370
3.49,,,,2.375
3.50,0.424,-0.077,0.031,2.370
3.51,,,,2.375
3.52,0.422,-0.078,-0.027,2.375
3.53,,,,2.370
3.54,0.421,-0.080,0.023,2.375
3.55,,,,2.370
3.56,0.419,-0.079,0.173,2.375
3.57,,,,2.375
3.58,0.417,-0.074,0.360,2.370
3.59,,,,2.375
3.60,0.416,-0.064,0.526,2.375
3.61,,,,2.370
3.62,0.415,-0.050,0.559,2.370
3.63,,,,2.370
3.64,0.414,-0.040,0.482,2.375
3.65,,,,2.375
3.66,0.413,-0.033,0.471,2.375
3.67,,,,2.375
3.68,0.413,-0.021,0.505,2.370
3.69,,,,2.375
3.70,0.412,-0.013,0.583,2.375
3.71,,,,2.370
3.72,0.412,0.000,0.721,2.375
3.73,,,,2.370
3.74,0.412,0.020,0.671,2.375
3.75,,,,2.370
3.76,0.413,0.030,0.459,2.375
3.77,,,,2.375
3.78,0.414,0.035,0.377,2.375
3.79,,,,2.375
3.80,0.414,0.042,0.436,2.375
3.81,,,,2.370
3.82,0.415,0.053,0.484,2.375
3.83,,,,2.375
3.84,0.416,0.065,0.391,2.375
3.85,,,,2.375
3.86,0.418,0.070,0.210,2.309
3.87,,,,0.642
3.88,0.419,0.071,0.138,2.375
3.89,,,,2.375
3.90,0.421,0.074,0.147,2.375
3.91,,,,2.375
3.92,0.422,0.077,0.153,2.375
3.93,,,,2.370
3.94,0.424,0.082,0.051,2.375
3.95,,,,2.375
3.96,0.426,0.081,-0.151,2.370
3.97,,,,2.375
3.98,0.427,0.074,-0.245,2.375
3.99,,,,2.370
4.00,0.428,0.069,-0.235,2.370
4.01,,,,2.375
4.02,0.430,0.065,-0.269,2.370
4.03,,,,2.375
4.04,0.431,0.060,-0.403,2.370
4.05,,,,2.375
4.06,0.432,0.050,-0.555,2.370
4.07,,,,2.375
4.08,0.433,0.036,-0.574,2.375
4.09,,,,2.370
4.10,0.434,0.024,-0.467,2.375
4.11,,,,2.375
4.12,0.434,0.017,-0.365,2.375
4.13,,,,2.375
4.14,0.434,0.013,-0.396,2.370
4.15,,,,2.375
4.16,0.435,0.003,-0.525,2.370
4.17,,,,2.370
4.18,0.435,-0.011,-0.542,2.375
4.19,,,,2.370
4.20,0.434,-0.020,-0.494,2.375
4.21,,,,2.375
4.22,0.434,-0.031,-0.452,2.370
4.23,,,,2.375
4.24,0.433,-0.038,-0.426,2.370
4.25,,,,2.375
4.26,0.432,-0.046,-0.479,2.375
4.27,,,,2.370
4.28,0.431,-0.058,-0.444,2.375
4.29,,,,2.370
4.30,0.430,-0.066,-0.302,2.375
4.31,,,,2.375
4.32,0.428,-0.071,-0.153,2.370
4.33,,,,2.375
4.34,0.427,-0.070,-0.090,2.370
4.35,,,,2.375
4.36,0.426,-0.072,-0.148,2.375
4.37,,,,2.370
4.38,0.424,-0.077,-0.144,2.375
4.39,,,,2.370
4.40,0.423,-0.080,-0.012,2.375
4.41,,,,2.375
4.42,0.421,-0.078,0.158,2.370
4.43,,,,2.370
4.44,0.419,-0.073,0.302,2.370
4.45,,,,2.375
4.46,0.418,-0.064,0.331,2.375
4.47,,,,2.370
4.48,0.417,-0.058,0.254,2.370
4.49,,,,2.370
4.50,0.416,-0.056,0.276,2.380
4.51,,,,2.375
4.52,0.415,-0.049,0.424,2.375
4.53,,,,2.375
4.54,0.414,-0.039,0.575,2.375
4.55,,,,2.370
4.56,0.413,-0.025,0.646,2.375
4.57,,,,2.375
4.58,0.413,-0.012,0.654,2.375
4.59,,,,2.375
4.60,0.412,0.002,0.617,2.375
4.61,,,,2.375
4.62,0.413,0.015,0.463,2.375
4.63,,,,2.375
4.64,0.413,0.019,0.392,2.375
4.65,,,,2.370
4.66,0.413,0.027,0.504,2.370
4.67,,,,2.370
4.68,0.414,0.040,0.567,2.375
4.69,,,,2.375
4.70,0.415,0.053,0.443,2.375
4.71,,,,2.375
4.72,0.416,0.060,0.233,2.375
4.73,,,,2.370
4.74,0.418,0.060,0.160,2.375
4.75,,,,2.162
4.76,0.419,0.064,0.196,0.850
4.77,,,,2.375
4.78,0.420,0.069,0.188,2.370
4.79,,,,2.375
4.80,0.422,0.071,0.167,2.375
4.81,,,,2.375
4.82,0.423,0.075,0.151,2.375
4.83,,,,2.370
4.84,0.424,0.080,0.017,2.370
4.85,,,,2.375
4.86,0.426,0.077,-0.182,2.375
4.87,,,,2.370
4.88,0.428,0.070,-0.246,2.375
4.89,,,,2.375
4.90,0.429,0.065,-0.215,2.375
4.91,,,,2.375
4.92,0.430,0.063,-0.261,2.375
4.93,,,,2.375
4.94,0.432,0.057,-0.415,2.375
4.95,,,,2.375
4.96,0.433,0.045,-0.521,2.375
4.97,,,,2.370
4.98,0.433,0.034,-0.504,2.375
4.99,,,,2.375
5.00,0.434,0.024,-0.436,2.375
5.01,,,,2.375
5.02,0.434,0.018,-0.435,2.375
5.03,,,,2.370
5.04,0.435,0.009,-0.515,2.370
5.05,,,,2.370
5.06,0.435,-0.004,-0.541,2.375
5.07,,,,2.375
5.08,0.434,-0.015,-0.495,2.375
5.09,,,,2.370
5.10,0.434,-0.022,-0.489,2.375
5.11,,,,2.375
5.12,0.434,-0.034,-0.485,2.370
5.13,,,,2.370
5.14,0.433,-0.045,-0.370,2.375
5.15,,,,2.375
5.16,0.432,-0.047,-0.317,2.375
5.17,,,,2.375
5.18,0.431,-0.054,-0.393,2.370
5.19,,,,2.375
5.20,0.430,-0.065,-0.389,2.375
5.21,,,,2.370
5.22,0.428,-0.073,-0.263,2.375
5.23,,,,2.375
5.24,0.427,-0.076,-0.103,2.370
5.25,,,,2.375
5.26,0.425,-0.075,-0.039,2.370
5.27,,,,2.375
5.28,0.424,-0.076,-0.074,2.375
5.29,,,,2.370
5.30,0.422,-0.079,-0.046,2.375
5.31,,,,2.370
5.32,0.420,-0.079,0.059,2.375
5.33,,,,2.375
5.34,0.419,-0.077,0.199,2.370
5.35,,,,2.375
5.36,0.417,-0.071,0.362,2.370
5.37,,,,2.375
5.38,0.416,-0.062,0.506,2.375
5.39,,,,2.370
5.40,0.415,-0.049,0.521,2.375
5.41,,,,2.370
5.42,0.414,-0.039,0.431,2.375
5.43,,,,2.375
5.44,0.413,-0.034,0.445,2.375
5.45,,,,2.370
5.46,0.413,-0.023,0.551,2.370
5.47,,,,2.375
5.48,0.412,-0.011,0.630,2.375
5.49,,,,2.375
5.50,0.412,0.002,0.669,2.375
5.51,,,,2.375
5.52,0.412,0.018,0.587,2.370
5.53,,,,2.375
5.54,0.413,0.027,0.437,2.370
5.55,,,,2.375
5.56,0.413,0.033,0.406,2.370
5.57,,,,2.375
5.58,0.414,0.042,0.467,2.375
5.59,,,,2.370
5.60,0.415,0.052,0.513,2.375
5.61,,,,2.375
5.62,0.416,0.065,0.409,2.370
5.63,,,,2.375
5.64,0.418,0.070,0.207,1.828
5.65,,,,1.164
5.66,0.419,0.071,0.113,2.375
5.67,,,,2.370
5.68,0.421,0.073,0.099,2.375
5.69,,,,2.370
5.70,0.422,0.075,0.087,2.375
5.71,,,,2.375
5.72,0.424,0.077,0.068,2.375
5.73,,,,2.375
5.74,0.425,0.078,0.034,2.375
5.75,,,,2.370
5.76,0.427,0.080,-0.106,2.375
5.77,,,,2.375
5.78,0.429,0.076,-0.339,2.375
5.79,,,,2.375
5.80,0.430,0.064,-0.438,2.375
5.81,,,,2.375
5.82,0.431,0.055,-0.387,2.370
5.83,,,,2.375
5.84,0.432,0.050,-0.387,2.375
5.85,,,,2.370
5.86,0.433,0.041,-0.434,2.375
5.87,,,,2.370
5.88,0.434,0.031,-0.410,2.375
5.89,,,,2.370
5.90,0.434,0.025,-0.419,2.375
5.91,,,,2.375
5.92,0.435,0.016,-0.519,2.375
5.93,,,,2.375
5.94,0.435,0.003,-0.557,2.375
5.95,,,,2.370
5.96,0.435,-0.007,-0.550,2.375
5.97,,,,2.370
5.98,0.435,-0.020,-0.511,2.375
5.99,,,,2.375
6.00,0.434,-0.028,-0.445,2.375
6.01,,,,2.375
6.02,0.434,-0.035,-0.473,2.370
6.03,,,,2.375
6.04,0.433,-0.047,-0.483,2.375
6.05,,,,2.370
6.06,0.432,-0.056,-0.408,2.370
6.07,,,,2.375
6.08,0.430,-0.064,-0.306,2.370
6.09,,,,2.375
6.10,0.429,-0.067,-0.252,2.370
6.11,,,,2.375
6.12,0.428,-0.072,-0.298,2.375
6.13,,,,2.370
6.14,0.426,-0.080,-0.284,2.375
6.15,,,,2.370
6.16,0.425,-0.087,-0.113,2.375
6.17,,,,2.375
6.18,0.423,-0.086,0.115,2.370
6.19,,,,2.375
6.20,0.421,-0.081,0.262,2.370
6.21,,,,2.375
6.22,0.419,-0.073,0.255,2.370
6.23,,,,2.370
6.24,0.418,-0.069,0.186,2.375
6.25,,,,2.370
6.26,0.417,-0.068,0.240,2.375
6.27,,,,2.375
6.28,0.415,-0.061,0.384,2.370
6.29,,,,2.375
6.30,0.414,-0.053,0.543,2.375
6.31,,,,2.370
6.32,0.413,-0.040,0.692,2.375
6.33,,,,2.375
6.34,0.412,-0.022,0.695,2.375
6.35,,,,2.375
6.36,0.412,-0.009,0.563,2.375
6.37,,,,2.375
6.38,0.412,-0.001,0.503,2.370
6.39,,,,2.375
6.40,0.412,0.009,0.528,2.375
6.41,,,,2.370
6.42,0.413,0.020,0.545,2.375
6.43,,,,2.375
6.44,0.413,0.031,0.560,2.375
6.45,,,,2.370
6.46,0.414,0.042,0.579,2.375
6.47,,,,2.375
6.48,0.415,0.057,0.478,2.375
6.49,,,,2.375
6.50,0.416,0.064,0.278,2.375
6.51,,,,2.370
6.52,0.417,0.065,0.211,2.375
6.53,,,,1.559
6.54,0.419,0.070,0.232,1.432
6.55,,,,2.375
6.56,0.420,0.075,0.220,2.370
6.57,,,,2.375
6.58,0.422,0.081,0.128,2.375
6.59,,,,2.375
6.60,0.424,0.081,-0.023,2.375
6.61,,,,2.370
6.62,0.425,0.078,-0.118,2.370
6.63,,,,2.370
6.64,0.427,0.076,-0.204,2.375
6.65,,,,2.375
6.66,0.428,0.070,-0.266,2.370
6.67,,,,2.375
6.68,0.429,0.064,-0.255,2.375
6.69,,,,2.370
6.70,0.431,0.059,-0.231,2.375
6.71,,,,2.375
6.72,0.432,0.058,-0.350,2.370
6.73,,,,2.375
6.74,0.433,0.047,-0.556,2.370
6.75,,,,2.375
6.76,0.434,0.032,-0.584,2.370
6.77,,,,2.375
6.78,0.434,0.021,-0.480,2.375
6.79,,,,2.370
6.80,0.435,0.013,-0.383,2.375
6.81,,,,2.370
6.82,0.435,0.008,-0.402,2.370
6.83,,,,2.375
6.84,0.435,-0.001,-0.534,2.370
6.85,,,,2.375
6.86,0.435,-0.015,-0.584,2.370
6.87,,,,2.375
6.88,0.434,-0.026,-0.530,2.380
6.89,,,,2.375
6.90,0.434,-0.035,-0.480,2.370
6.91,,,,2.375
6.92,0.433,-0.045,-0.446,2.370
6.93,,,,2.375
6.94,0.432,-0.055,-0.354,2.375
6.95,,,,2.375
6.96,0.431,-0.060,-0.233,2.375
6.97,,,,2.370
6.98,0.429,-0.061,-0.238,2.375
6.99,,,,2.370
7.00,0.428,-0.068,-0.316,2.375
7.01,,,,2.375
7.02,0.427,-0.076,-0.283,2.375
7.03,,,,2.375
7.04,0.425,-0.081,-0.136,2.370
7.05,,,,2.375
7.06,0.423,-0.082,0.034,2.375
7.07,,,,2.370
7.08,0.422,-0.080,0.174,2.375
7.09,,,,2.375
7.10,0.420,-0.073,0.221,2.375
7.11,,,,2.375
7.12,0.419,-0.069,0.183,2.370
7.13,,,,2.375
7.14,0.417,-0.067,0.193,2.375
7.15,,,,2.375
7.16,0.416,-0.064,0.318,2.370
7.17,,,,2.375
7.18,0.415,-0.056,0.537,2.375
7.19,,,,2.375
7.20,0.414,-0.039,0.631,2.375
7.21,,,,2.375
7.22,0.413,-0.027,0.536,2.375
7.23,,,,2.375
7.24,0.413,-0.020,0.495,2.375
7.25,,,,2.370
7.26,0.413,-0.009,0.539,2.375
7.27,,,,2.370
7.28,0.412,0.003,0.540,2.375
7.29,,,,2.375
7.30,0.413,0.012,0.546,2.370
7.31,,,,2.375
7.32,0.413,0.023,0.618,2.370
7.33,,,,2.375
7.34,0.414,0.040,0.566,2.380
7.35,,,,2.375
7.36,0.415,0.049,0.374,2.375
7.37,,,,2.370
7.38,0.416,0.052,0.275,2.375
7.39,,,,2.375
7.40,0.417,0.058,0.283,2.370
7.41,,,,2.375
7.42,0.418,0.064,0.301,1.255
7.43,,,,1.736
7.44,0.419,0.070,0.311,2.375
7.45,,,,2.375
7.46,0.421,0.077,0.255,2.370
7.47,,,,2.375
7.48,0.422,0.083,0.076,2.370
7.49,,,,2.375
7.50,0.424,0.080,-0.098,2.370
7.51,,,,2.375
7.52,0.426,0.076,-0.159,2.375
7.53,,,,2.370
7.54,0.427,0.073,-0.172,2.375
7.55,,,,2.370
7.56,0.429,0.070,-0.199,2.375
7.57,,,,2.375
7.58,0.430,0.065,-0.223,2.375
7.59,,,,2.375
7.60,0.431,0.063,-0.348,2.370
7.61,,,,2.375
7.62,0.433,0.053,-0.569,2.375
7.63,,,,2.370
7.64,0.433,0.037,-0.629,2.375
7.65,,,,2.370
7.66,0.434,0.025,-0.524,2.375
7.67,,,,2.370
7.68,0.434,0.017,-0.429,2.370
7.69,,,,2.380
7.70,0.435,0.009,-0.379,2.375
7.71,,,,2.375
7.72,0.435,0.002,-0.376,2.375
7.73,,,,2.370
7.74,0.435,-0.004,-0.469,2.375
7.75,,,,2.375
7.76,0.435,-0.016,-0.583,2.375
7.77,,,,2.375
7.78,0.434,-0.030,-0.595,2.370
7.79,,,,2.375
7.80,0.433,-0.042,-0.515,2.370
7.81,,,,2.375
7.82,0.432,-0.051,-0.384,2.375
7.83,,,,2.370
7.84,0.431,-0.057,-0.258,2.375
7.85,,,,2.375
7.86,0.430,-0.059,-0.271,2.375
7.87,,,,2.375
7.88,0.429,-0.066,-0.384,2.375
7.89,,,,2.375
7.90,0.427,-0.077,-0.356,2.370
7.91,,,,2.370
7.92,0.426,-0.083,-0.190,2.375
7.93,,,,2.370
7.94,0.424,-0.084,-0.025,2.375
7.95,,,,2.370
7.96,0.422,-0.083,0.109,2.375
7.97,,,,2.375
7.98,0.421,-0.080,0.232,2.370
7.99,,,,2.375
8.00,0.419,-0.072,0.259,2.375
8.01,,,,2.375
8.02,0.418,-0.068,0.213,2.375
8.03,,,,2.370
8.04,0.416,-0.066,0.287,2.375
8.05,,,,2.375
8.06,0.415,-0.059,0.454,2.370
8.07,,,,2.370
8.08,0.414,-0.048,0.610,2.375
8.09,,,,2.370
8.10,0.413,-0.031,0.629,2.375
8.11,,,,2.375
8.12,0.413,-0.020,0.519,2.375
8.13,,,,2.370
8.14,0.412,-0.012,0.473,2.375
8.15,,,,2.375
8.16,0.412,-0.003,0.517,2.370
8.17,,,,2.375
8.18,0.412,0.008,0.577,2.375
8.19,,,,2.370
8.20,0.413,0.020,0.632,2.375
8.21,,,,2.375
8.22,0.413,0.035,0.588,2.375
8.23,,,,2.375
8.24,0.414,0.046,0.441,2.370
8.25,,,,2.375
8.26,0.415,0.052,0.339,2.375
8.27,,,,2.370
8.28,0.416,0.058,0.291,2.375
8.29,,,,2.370
8.30,0.417,0.063,0.284,2.375
8.31,,,,0.946
8.32,0.419,0.069,0.309,2.015
8.33,,,,2.370
8.34,0.420,0.076,0.288,2.370
8.35,,,,2.375
8.36,0.422,0.083,0.160,2.375
8.37,,,,2.375
8.38,0.424,0.084,-0.044,2.375
8.39,,,,2.370
8.40,0.425,0.079,-0.175,2.375
8.41,,,,2.375
8.42,0.427,0.075,-0.214,2.370
8.43,,,,2.375
8.44,0.428,0.071,-0.241,2.375
8.45,,,,2.375
8.46,0.430,0.065,-0.253,2.375
8.47,,,,2.370
8.48,0.431,0.060,-0.258,2.375
8.49,,,,2.375
8.50,0.432,0.057,-0.380,2.375
8.51,,,,2.375
8.52,0.433,0.047,-0.564,2.370
8.53,,,,2.375
8.54,0.434,0.031,-0.579,2.370
8.55,,,,2.375
8.56,0.434,0.020,-0.455,2.370
8.57,,,,2.370
8.58,0.435,0.015,-0.417,2.375
8.59,,,,2.375
8.60,0.435,0.007,-0.526,2.370
8.61,,,,2.375
8.62,0.435,-0.007,-0.582,2.370
8.63,,,,2.375
8.64,0.435,-0.018,-0.554,2.375
8.65,,,,2.370
8.66,0.434,-0.029,-0.528,2.375
8.67,,,,2.370
8.68,0.434,-0.040,-0.466,2.375
8.69,,,,2.370
8.70,0.433,-0.049,-0.362,2.375
8.71,,,,2.370
8.72,0.432,-0.054,-0.258,2.375
