"Time","Potential","Position","Velocity","Acceleration"
0.01,2.375,,,
0.02,2.375,0.467,0.121,-2.594
0.03,2.375,,,
0.04,2.375,0.470,0.074,-2.954
0.05,2.375,,,
0.06,2.375,0.471,0.011,-3.418
0.07,2.370,,,
0.08,2.375,0.470,-0.062,-3.874
0.09,2.375,,,
0.10,2.375,0.468,-0.150,-4.016
0.11,2.375,,,
0.12,2.370,0.464,-0.231,-3.719
0.13,2.375,,,
0.14,2.375,0.459,-0.300,-3.299
0.15,2.375,,,
0.16,2.375,0.452,-0.364,-2.769
0.17,2.375,,,
0.18,2.375,0.444,-0.413,-2.108
0.19,2.375,,,
0.20,2.375,0.435,-0.448,-1.442
0.21,2.375,,,
0.22,2.370,0.426,-0.473,-0.653
0.23,2.375,,,
0.24,2.375,0.416,-0.477,0.255
0.25,2.375,,,
0.26,2.375,0.407,-0.460,1.031
0.27,2.375,,,
0.28,2.375,0.398,-0.435,1.772
0.29,2.375,,,
0.30,2.370,0.389,-0.391,2.569
0.31,2.375,,,
0.32,2.370,0.382,-0.329,3.203
0.33,2.370,,,
0.34,2.375,0.376,-0.261,3.704
0.35,2.370,,,
0.36,2.375,0.371,-0.180,4.141
0.37,2.375,,,
0.38,2.375,0.368,-0.090,4.341
0.39,2.375,,,
0.40,2.370,0.367,-0.005,4.406
0.41,2.375,,,
0.42,2.375,0.368,0.086,4.419
0.43,2.370,,,
0.44,2.375,0.371,0.177,4.158
0.45,2.370,,,
0.46,2.375,0.375,0.255,3.731
0.47,2.375,,,
0.48,2.253,0.381,0.326,3.281
0.49,1.148,,,
0.50,2.375,0.389,0.388,2.705
0.51,2.375,,,
0.52,2.375,0.397,0.436,2.036
0.53,2.375,,,
0.54,2.375,0.406,0.471,1.245
0.55,2.370,,,
0.56,2.375,0.416,0.489,0.269
0.57,2.375,,,
0.58,2.370,0.426,0.482,-0.720
0.59,2.375,,,
0.60,2.375,0.436,0.458,-1.572
0.61,2.375,,,
0.62,2.375,0.445,0.418,-2.335
0.63,2.370,,,
0.64,2.375,0.453,0.362,-2.971
0.65,2.370,,,
0.66,2.375,0.459,0.296,-3.429
0.67,2.375,,,
0.68,2.370,0.465,0.224,-3.807
0.69,2.370,,,
0.70,2.370,0.468,0.144,-4.131
0.71,2.370,,,
0.72,2.375,0.470,0.057,-4.318
0.73,2.370,,,
0.74,2.375,0.471,-0.033,-4.311
0.75,2.375,,,
0.76,2.370,0.469,-0.119,-4.136
0.77,2.375,,,
0.78,2.375,0.466,-0.198,-3.897
0.79,2.375,,,
0.80,2.375,0.461,-0.277,-3.506
0.81,2.370,,,
0.82,2.375,0.454,-0.342,-2.954
0.83,2.370,,,
0.84,2.375,0.447,-0.393,-2.469
0.85,2.375,,,
0.86,2.370,0.439,-0.443,-1.863
0.87,2.375,,,
0.88,2.370,0.429,-0.473,-1.006
0.89,2.375,,,
0.90,2.375,0.420,-0.482,-0.159
0.91,2.370,,,
0.92,2.375,0.410,-0.479,0.701
0.93,2.370,,,
0.94,2.375,0.400,-0.455,1.604
0.95,2.375,,,
0.96,2.375,0.391,-0.412,2.359
0.97,2.375,,,
0.98,2.370,0.383,-0.360,3.052
0.99,2.375,,,
1.00,2.375,0.377,-0.290,3.704
1.01,2.370,,,
1.02,2.375,0.372,-0.207,4.096
1.03,2.375,,,
1.04,2.375,0.368,-0.123,4.322
1.05,2.375,,,
1.06,2.370,0.367,-0.034,4.483
1.07,2.375,,,
1.08,2.375,0.367,0.058,4.501
1.09,2.370,,,
1.10,2.375,0.369,0.149,4.348
1.11,2.375,,,
1.12,2.375,0.373,0.237,3.923
1.13,2.375,,,
1.14,2.370,0.379,0.308,3.382
1.15,1.513,,,
1.16,1.934,0.385,0.371,2.854
1.17,2.370,,,
1.18,2.375,0.394,0.424,2.205
1.19,2.370,,,
1.20,2.375,0.403,0.461,1.441
1.21,2.370,,,
1.22,2.375,0.412,0.484,0.559
1.23,2.375,,,
1.24,2.375,0.422,0.484,-0.346
1.25,2.375,,,
1.26,2.370,0.432,0.469,-1.189
1.27,2.375,,,
1.28,2.375,0.441,0.437,-2.047
1.29,2.370,,,
1.30,2.375,0.450,0.385,-2.804
1.31,2.375,,,
1.32,2.370,0.457,0.321,-3.355
1.33,2.375,,,
1.34,2.375,0.463,0.250,-3.823
1.35,2.375,,,
1.36,2.370,0.467,0.167,-4.181
1.37,2.375,,,
1.38,2.375,0.469,0.079,-4.345
1.39,2.370,,,
1.40,2.375,0.470,-0.008,-4.434
1.41,2.370,,,
1.42,2.375,0.469,-0.100,-4.381
1.43,2.375,,,
1.44,2.375,0.466,-0.187,-4.093
1.45,2.375,,,
1.46,2.375,0.462,-0.267,-3.631
1.47,2.370,,,
1.48,2.375,0.455,-0.335,-3.019
1.49,2.375,,,
1.50,2.370,0.448,-0.386,-2.448
1.51,2.375,,,
1.52,2.370,0.440,-0.432,-1.884
1.53,2.375,,,
1.54,2.375,0.430,-0.465,-1.132
1.55,2.370,,,
1.56,2.375,0.421,-0.480,-0.261
1.57,2.370,,,
1.58,2.375,0.411,-0.477,0.663
1.59,2.375,,,
1.60,2.370,0.401,-0.451,1.459
1.61,2.375,,,
1.62,2.370,0.393,-0.416,2.149
1.63,2.370,,,
1.64,2.375,0.385,-0.366,2.868
1.65,2.370,,,
1.66,2.375,0.378,-0.301,3.519
1.67,2.375,,,
1.68,2.370,0.372,-0.223,4.043
1.69,2.375,,,
1.70,2.375,0.369,-0.134,4.313
1.71,2.375,,,
1.72,2.370,0.367,-0.048,4.412
1.73,2.375,,,
1.74,2.370,0.367,0.043,4.447
1.75,2.375,,,
1.76,2.375,0.369,0.133,4.324
1.77,2.370,,,
1.78,2.375,0.372,0.218,4.059
1.79,2.375,,,
1.80,2.370,0.378,0.299,3.598
1.81,2.375,,,
1.82,0.961,0.384,0.363,3.019
1.83,2.370,,,
1.84,2.375,0.392,0.419,2.390
1.85,2.370,,,
1.86,2.375,0.401,0.463,1.552
1.87,2.375,,,
1.88,2.370,0.411,0.484,0.564
1.89,2.375,,,
1.90,2.370,0.421,0.484,-0.374
1.91,2.375,,,
1.92,2.375,0.431,0.466,-1.160
1.93,2.370,,,
1.94,2.375,0.440,0.436,-1.832
1.95,2.370,,,
1.96,2.375,0.448,0.395,-2.550
1.97,2.370,,,
1.98,2.370,0.456,0.335,-3.293
1.99,2.375,,,
2.00,2.375,0.462,0.259,-3.810
2.01,2.375,,,
2.02,2.375,0.466,0.176,-4.009
2.03,2.370,,,
2.04,2.375,0.469,0.097,-4.097
2.05,2.370,,,
2.06,2.375,0.470,0.015,-4.247
2.07,2.375,,,
2.08,2.370,0.470,-0.075,-4.269
2.09,2.375,,,
2.10,2.375,0.467,-0.161,-4.035
2.11,2.375,,,
2.12,2.375,0.463,-0.238,-3.693
2.13,2.370,,,
2.14,2.375,0.458,-0.310,-3.257
2.15,2.375,,,
2.16,2.370,0.451,-0.369,-2.768
2.17,2.375,,,
2.18,2.375,0.443,-0.422,-2.158
2.19,2.375,,,
2.20,2.375,0.433,-0.460,-1.315
2.21,2.375,,,
2.22,2.375,0.424,-0.474,-0.503
2.23,2.375,,,
2.24,2.370,0.414,-0.478,0.258
2.25,2.375,,,
2.26,2.370,0.405,-0.465,1.087
2.27,2.375,,,
2.28,2.375,0.396,-0.435,1.932
2.29,2.375,,,
2.30,2.375,0.387,-0.387,2.739
2.31,2.370,,,
2.32,2.375,0.380,-0.324,3.407
2.33,2.370,,,
2.34,2.370,0.374,-0.249,3.938
2.35,2.375,,,
2.36,2.375,0.370,-0.162,4.264
2.37,2.375,,,
2.38,2.375,0.367,-0.076,4.435
2.39,2.370,,,
2.40,2.375,0.366,0.016,4.492
2.41,2.370,,,
2.42,2.375,0.368,0.107,4.360
2.43,2.375,,,
2.44,2.375,0.371,0.192,4.128
2.45,2.375,,,
2.46,2.375,0.376,0.276,3.693
2.47,2.375,,,
2.48,2.289,0.382,0.342,3.096
2.49,1.133,,,
2.50,2.375,0.390,0.399,2.479
2.51,2.370,,,
2.52,2.375,0.398,0.445,1.709
2.53,2.375,,,
2.54,2.370,0.408,0.468,0.896
2.55,2.375,,,
2.56,2.380,0.417,0.479,0.112
2.57,2.375,,,
2.58,2.375,0.427,0.474,-0.762
2.59,2.370,,,
2.60,2.375,0.436,0.449,-1.623
2.61,2.375,,,
2.62,2.375,0.445,0.409,-2.437
2.63,2.375,,,
2.64,2.370,0.453,0.349,-3.100
2.65,2.375,,,
2.66,2.375,0.459,0.281,-3.541
2.67,2.370,,,
2.68,2.375,0.465,0.205,-3.816
2.69,2.370,,,
2.70,2.370,0.468,0.125,-3.934
2.71,2.375,,,
2.72,2.370,0.469,0.047,-4.027
2.73,2.370,,,
2.74,2.370,0.470,-0.036,-4.072
2.75,2.375,,,
2.76,2.375,0.468,-0.118,-3.990
2.77,2.370,,,
2.78,2.375,0.465,-0.198,-3.770
2.79,2.370,,,
2.80,2.375,0.460,-0.271,-3.381
2.81,2.375,,,
2.82,2.370,0.454,-0.335,-2.876
2.83,2.370,,,
2.84,2.375,0.446,-0.387,-2.293
2.85,2.375,,,
2.86,2.370,0.438,-0.426,-1.700
2.87,2.370,,,
2.88,2.375,0.429,-0.458,-0.981
2.89,2.370,,,
2.90,2.375,0.420,-0.468,-0.114
2.91,2.370,,,
2.92,2.370,0.410,-0.462,0.729
2.93,2.375,,,
2.94,2.375,0.401,-0.439,1.551
2.95,2.370,,,
2.96,2.375,0.392,-0.398,2.290
2.97,2.375,,,
2.98,2.375,0.385,-0.346,2.942
2.99,2.375,,,
3.00,2.370,0.378,-0.279,3.500
3.01,2.375,,,
3.02,2.375,0.373,-0.202,3.863
3.03,2.370,,,
3.04,2.370,0.370,-0.122,4.069
3.05,2.370,,,
3.06,2.375,0.369,-0.041,4.276
3.07,2.375,,,
3.08,2.370,0.368,0.051,4.371
3.09,2.375,,,
3.10,2.375,0.371,0.139,4.188
3.11,2.375,,,
3.12,2.370,0.374,0.221,3.849
3.13,2.375,,,
3.14,2.375,0.380,0.294,3.423
3.15,1.513,,,
3.16,1.919,0.386,0.358,2.931
3.17,2.370,,,
3.18,2.375,0.394,0.415,2.269
3.19,2.375,,,
3.20,2.375,0.403,0.452,1.444
3.21,2.370,,,
3.22,2.375,0.412,0.472,0.599
3.23,2.375,,,
3.24,2.375,0.422,0.476,-0.270
3.25,2.375,,,
3.26,2.375,0.432,0.464,-1.227
3.27,2.370,,,
3.28,2.375,0.441,0.425,-2.067
3.29,2.375,,,
3.30,2.370,0.449,0.376,-2.653
3.31,2.375,,,
3.32,2.375,0.456,0.318,-3.145
3.33,2.370,,,
3.34,2.370,0.462,0.250,-3.572
3.35,2.375,,,
3.36,2.370,0.466,0.175,-3.955
3.37,2.375,,,
3.38,2.370,0.469,0.088,-4.178
3.39,2.375,,,
3.40,2.375,0.470,0.004,-4.201
3.41,2.370,,,
3.42,2.375,0.469,-0.080,-4.148
3.43,2.375,,,
3.44,2.375,0.466,-0.164,-3.964
3.45,2.370,,,
3.46,2.375,0.462,-0.241,-3.663
3.47,2.370,,,
3.48,2.375,0.457,-0.314,-3.201
3.49,2.375,,,
3.50,2.375,0.449,-0.371,-2.604
3.51,2.375,,,
3.52,2.375,0.442,-0.417,-1.990
3.53,2.370,,,
3.54,2.375,0.433,-0.453,-1.261
3.55,2.370,,,
3.56,2.375,0.423,-0.468,-0.506
3.57,2.375,,,
3.58,2.375,0.414,-0.473,0.289
3.59,2.375,,,
3.60,2.375,0.404,-0.460,1.229
3.61,2.370,,,
3.62,2.375,0.395,-0.423,2.122
3.63,2.375,,,
3.64,2.375,0.387,-0.371,2.820
3.65,2.375,,,
3.66,2.370,0.380,-0.307,3.332
3.67,2.375,,,
3.68,2.375,0.375,-0.237,3.773
3.69,2.375,,,
3.70,2.375,0.370,-0.156,4.142
3.71,2.375,,,
3.72,2.375,0.368,-0.069,4.365
3.73,2.370,,,
3.74,2.375,0.368,0.022,4.422
3.75,2.375,,,
3.76,2.370,0.369,0.112,4.246
3.77,2.375,,,
3.78,2.370,0.372,0.193,3.945
3.79,2.375,,,
3.80,2.375,0.377,0.270,3.606
3.81,2.370,,,
3.82,0.981,0.383,0.340,3.124
3.83,2.375,,,
3.84,2.375,0.391,0.399,2.419
3.85,2.375,,,
3.86,2.375,0.399,0.437,1.648
3.87,2.370,,,
3.88,2.375,0.408,0.464,0.887
3.89,2.380,,,
3.90,2.370,0.418,0.475,0.043
3.91,2.370,,,
3.92,2.375,0.428,0.466,-0.793
3.93,2.375,,,
3.94,2.370,0.437,0.443,-1.627
3.95,2.370,,,
3.96,2.375,0.446,0.400,-2.409
3.97,2.375,,,
3.98,2.380,0.453,0.344,-3.046
3.99,2.375,,,
4.00,2.375,0.460,0.277,-3.586
4.01,2.370,,,
4.02,2.375,0.465,0.198,-3.948
4.03,2.375,,,
4.04,2.370,0.468,0.114,-4.058
4.05,2.375,,,
4.06,2.370,0.469,0.034,-4.057
4.07,2.370,,,
4.08,2.375,0.469,-0.046,-4.114
4.09,2.370,,,
4.10,2.375,0.467,-0.132,-4.071
4.11,2.375,,,
4.12,2.370,0.464,-0.213,-3.785
4.13,2.375,,,
4.14,2.375,0.459,-0.287,-3.336
4.15,2.375,,,
4.16,2.370,0.452,-0.348,-2.784
4.17,2.375,,,
4.18,2.375,0.445,-0.396,-2.268
4.19,2.370,,,
4.20,2.375,0.436,-0.442,-1.613
4.21,2.375,,,
4.22,2.370,0.426,-0.466,-0.728
4.23,2.375,,,
4.24,2.370,0.417,-0.470,0.153
4.25,2.375,,,
4.26,2.375,0.407,-0.459,0.993
4.27,2.370,,,
4.28,2.375,0.398,-0.428,1.711
4.29,2.370,,,
4.30,2.375,0.390,-0.388,2.332
4.31,2.375,,,
4.32,2.370,0.383,-0.336,2.969
4.33,2.375,,,
4.34,2.375,0.377,-0.270,3.600
4.35,2.375,,,
4.36,2.375,0.372,-0.189,4.093
4.37,2.370,,,
4.38,2.375,0.369,-0.102,4.365
4.39,2.375,,,
4.40,2.375,0.368,-0.012,4.476
4.41,2.375,,,
4.42,2.370,0.368,0.081,4.356
4.43,2.375,,,
4.44,2.370,0.371,0.164,4.105
4.45,2.375,,,
4.46,2.375,0.375,0.245,3.804
4.47,2.370,,,
4.48,2.289,0.381,0.318,3.353
4.49,1.123,,,
4.50,2.370,0.388,0.382,2.759
4.51,2.375,,,
4.52,2.375,0.396,0.431,2.025
4.53,2.370,,,
4.54,2.375,0.405,0.463,1.241
4.55,2.370,,,
4.56,2.375,0.415,0.484,0.315
4.57,2.370,,,
4.58,2.375,0.425,0.477,-0.658
4.59,2.375,,,
4.60,2.375,0.434,0.454,-1.490
4.61,2.375,,,
4.62,2.370,0.444,0.416,-2.228
4.63,2.375,,,
4.64,2.375,0.451,0.363,-2.826
4.65,2.375,,,
4.66,2.375,0.458,0.301,-3.335
4.67,2.375,,,
4.68,2.370,0.463,0.228,-3.768
4.69,2.375,,,
4.70,2.370,0.467,0.150,-4.147
4.71,2.375,,,
4.72,2.375,0.470,0.060,-4.372
4.73,2.375,,,
4.74,2.375,0.470,-0.030,-4.339
4.75,2.375,,,
4.76,2.375,0.468,-0.114,-4.228
4.77,2.375,,,
4.78,2.370,0.465,-0.201,-3.980
4.79,2.375,,,
4.80,2.370,0.460,-0.277,-3.524
4.81,2.375,,,
4.82,2.375,0.454,-0.343,-2.989
4.83,2.370,,,
4.84,2.375,0.446,-0.397,-2.416
4.85,2.370,,,
4.86,2.375,0.438,-0.441,-1.764
4.87,2.375,,,
4.88,2.370,0.428,-0.470,-0.966
4.89,2.375,,,
4.90,2.375,0.419,-0.481,-0.068
4.91,2.370,,,
4.92,2.375,0.409,-0.473,0.829
4.93,2.370,,,
4.94,2.375,0.400,-0.445,1.595
4.95,2.375,,,
4.96,2.370,0.391,-0.409,2.320
4.97,2.375,,,
4.98,2.375,0.383,-0.353,3.060
4.99,2.375,,,
5.00,2.375,0.377,-0.284,3.663
5.01,2.370,,,
5.02,2.375,0.371,-0.205,4.127
5.03,2.370,,,
5.04,2.370,0.368,-0.114,4.353
