0.05 15.83
0.05 15.80
0.05 15.80
0.05 15.81
0.02 13.56
0.02 13.66
0.02 13.71
0.02 13.67
0.03 14.26
0.03 14.32
0.03 14.31
0.03 14.31
0.04 15.07
0.04 15.02
0.04 15.01
0.04 15.08
