"Time","Position","Velocity","Acceleration","Potential"
0.90,0.413,0.061,0.726,2.370
0.91,,,,2.375
0.92,0.414,0.078,0.633,2.370
0.93,,,,2.005
0.94,0.416,0.089,0.408,1.032
0.95,,,,2.370
0.96,0.418,0.092,0.257,2.375
0.97,,,,2.375
0.98,0.420,0.097,0.227,2.375
0.99,,,,2.370
1.00,0.422,0.101,0.213,2.375
1.01,,,,2.375
1.02,0.424,0.108,0.077,2.375
1.03,,,,2.370
1.04,0.426,0.107,-0.196,2.375
1.05,,,,2.375
1.06,0.428,0.097,-0.335,2.375
1.07,,,,2.375
1.08,0.430,0.090,-0.325,2.375
1.09,,,,2.375
1.10,0.432,0.087,-0.440,2.370
1.11,,,,2.375
1.12,0.434,0.075,-0.645,2.375
1.13,,,,2.370
1.14,0.435,0.058,-0.714,2.375
1.15,,,,2.375
1.16,0.436,0.044,-0.693,2.375
1.17,,,,2.375
1.18,0.437,0.032,-0.732,2.370
1.19,,,,2.375
1.20,0.437,0.016,-0.800,2.375
1.21,,,,2.375
1.22,0.437,-0.002,-0.774,2.375
1.23,,,,2.375
1.24,0.437,-0.016,-0.697,2.375
1.25,,,,2.370
1.26,0.437,-0.027,-0.724,2.375
1.27,,,,2.375
1.28,0.436,-0.044,-0.783,2.370
1.29,,,,2.375
1.30,0.435,-0.062,-0.695,2.370
1.31,,,,2.375
1.32,0.434,-0.074,-0.533,2.375
1.33,,,,2.370
1.34,0.432,-0.081,-0.469,2.375
1.35,,,,2.375
1.36,0.430,-0.090,-0.488,2.375
1.37,,,,2.375
1.38,0.428,-0.103,-0.409,2.370
1.39,,,,2.375
1.40,0.426,-0.110,-0.191,2.375
1.41,,,,2.370
1.42,0.424,-0.111,0.050,2.375
1.43,,,,2.375
1.44,0.422,-0.107,0.245,2.375
1.45,,,,2.375
1.46,0.420,-0.098,0.312,2.375
1.47,,,,2.375
1.48,0.418,-0.092,0.300,2.375
1.49,,,,2.375
1.50,0.416,-0.089,0.418,2.375
1.51,,,,2.370
1.52,0.414,-0.079,0.653,2.375
1.53,,,,2.375
1.54,0.413,-0.060,0.764,2.370
1.55,,,,2.375
1.56,0.412,-0.045,0.729,2.375
1.57,,,,2.375
1.58,0.411,-0.033,0.765,2.375
1.59,,,,2.375
1.60,0.410,-0.016,0.886,2.375
1.61,,,,2.370
1.62,0.410,0.005,0.876,2.375
1.63,,,,2.375
1.64,0.411,0.022,0.713,2.375
1.65,,,,2.375
1.66,0.411,0.032,0.638,2.375
1.67,,,,2.375
1.68,0.412,0.045,0.686,2.375
1.69,,,,2.375
1.70,0.413,0.060,0.715,2.375
1.71,,,,2.370
1.72,0.414,0.075,0.647,2.375
1.73,,,,2.071
1.74,0.416,0.088,0.452,1.002
1.75,,,,2.375
1.76,0.418,0.093,0.294,2.370
1.77,,,,2.375
1.78,0.420,0.097,0.255,2.375
1.79,,,,2.370
1.80,0.422,0.103,0.216,2.375
1.81,,,,2.370
1.82,0.424,0.109,0.046,2.375
1.83,,,,2.375
1.84,0.426,0.107,-0.208,2.375
1.85,,,,2.375
1.86,0.428,0.097,-0.329,2.370
1.87,,,,2.375
1.88,0.430,0.090,-0.327,2.375
1.89,,,,2.375
1.90,0.432,0.087,-0.417,2.375
1.91,,,,2.375
1.92,0.434,0.077,-0.623,2.370
1.93,,,,2.375
1.94,0.435,0.059,-0.728,2.375
1.95,,,,2.375
1.96,0.436,0.045,-0.715,2.375
1.97,,,,2.375
1.98,0.437,0.031,-0.680,2.375
1.99,,,,2.370
2.00,0.437,0.019,-0.711,2.375
2.01,,,,2.375
2.02,0.438,0.004,-0.837,2.370
2.03,,,,2.375
2.04,0.437,-0.016,-0.899,2.375
2.05,,,,2.370
2.06,0.437,-0.035,-0.819,2.375
2.07,,,,2.370
2.08,0.436,-0.050,-0.669,2.375
2.09,,,,2.375
2.10,0.435,-0.061,-0.554,2.370
2.11,,,,2.375
2.12,0.434,-0.069,-0.543,2.375
2.13,,,,2.375
2.14,0.432,-0.081,-0.569,2.375
2.15,,,,2.370
2.16,0.430,-0.096,-0.443,2.375
2.17,,,,2.370
2.18,0.428,-0.102,-0.209,2.375
2.19,,,,2.375
2.20,0.426,-0.101,-0.116,2.370
2.21,,,,2.375
2.22,0.424,-0.103,-0.137,2.370
2.23,,,,2.375
2.24,0.422,-0.109,-0.024,2.375
2.25,,,,2.375
2.26,0.420,-0.108,0.245,2.375
2.27,,,,2.375
2.28,0.418,-0.099,0.500,2.375
2.29,,,,2.375
2.30,0.416,-0.084,0.579,2.375
2.31,,,,2.375
2.32,0.414,-0.073,0.530,2.370
2.33,,,,2.375
2.34,0.413,-0.065,0.587,2.375
2.35,,,,2.370
2.36,0.412,-0.052,0.769,2.375
2.37,,,,2.370
2.38,0.411,-0.034,0.938,2.375
2.39,,,,2.375
2.40,0.410,-0.013,0.992,2.375
2.41,,,,2.375
2.42,0.410,0.008,0.885,2.375
2.43,,,,2.375
2.44,0.411,0.023,0.742,2.375
2.45,,,,2.370
2.46,0.411,0.035,0.719,2.375
2.47,,,,2.375
2.48,0.412,0.050,0.768,2.370
2.49,,,,2.375
2.50,0.413,0.069,0.672,2.370
2.51,,,,2.375
2.52,0.415,0.081,0.433,2.375
2.53,,,,1.964
2.54,0.417,0.083,0.337,1.113
2.55,,,,2.375
2.56,0.418,0.091,0.384,2.370
2.57,,,,2.375
2.58,0.420,0.101,0.344,2.370
2.59,,,,2.375
2.60,0.422,0.107,0.169,2.375
2.61,,,,2.375
2.62,0.424,0.109,-0.080,2.375
2.63,,,,2.370
2.64,0.427,0.103,-0.270,2.370
2.65,,,,2.370
2.66,0.429,0.095,-0.323,2.375
2.67,,,,2.375
2.68,0.430,0.089,-0.339,2.370
2.69,,,,2.375
2.70,0.432,0.084,-0.469,2.375
2.71,,,,2.375
2.72,0.434,0.072,-0.667,2.375
2.73,,,,2.370
2.74,0.435,0.055,-0.741,2.375
2.75,,,,2.375
2.76,0.436,0.041,-0.728,2.370
2.77,,,,2.375
2.78,0.437,0.026,-0.721,2.370
2.79,,,,2.375
2.80,0.437,0.011,-0.686,2.375
2.81,,,,2.370
2.82,0.437,0.000,-0.715,2.370
2.83,,,,2.375
2.84,0.437,-0.015,-0.833,2.370
2.85,,,,2.375
2.86,0.437,-0.037,-0.798,2.370
2.87,,,,2.375
2.88,0.436,-0.051,-0.609,2.370
2.89,,,,2.375
2.90,0.434,-0.058,-0.547,2.375
2.91,,,,2.370
2.92,0.433,-0.069,-0.619,2.370
2.93,,,,2.375
2.94,0.432,-0.085,-0.574,2.375
2.95,,,,2.375
2.96,0.430,-0.095,-0.387,2.370
2.97,,,,2.375
2.98,0.428,-0.101,-0.184,2.375
2.99,,,,2.375
3.00,0.426,-0.101,-0.067,2.370
3.01,,,,2.375
3.02,0.424,-0.101,-0.063,2.375
3.03,,,,2.370
3.04,0.422,-0.105,0.013,2.375
3.05,,,,2.375
3.06,0.420,-0.103,0.224,2.380
3.07,,,,2.375
3.08,0.418,-0.096,0.440,2.375
3.09,,,,2.370
3.10,0.416,-0.085,0.607,2.375
3.11,,,,2.370
3.12,0.414,-0.070,0.673,2.375
3.13,,,,2.375
3.14,0.413,-0.056,0.660,2.370
3.15,,,,2.375
3.16,0.412,-0.044,0.677,2.375
3.17,,,,2.370
3.18,0.411,-0.031,0.761,2.375
3.19,,,,2.370
3.20,0.410,-0.013,0.831,2.375
3.21,,,,2.370
3.22,0.411,0.005,0.757,2.375
3.23,,,,2.375
3.24,0.411,0.017,0.663,2.375
3.25,,,,2.375
3.26,0.411,0.030,0.669,2.375
3.27,,,,2.370
3.28,0.412,0.043,0.735,2.375
3.29,,,,2.370
3.30,0.413,0.060,0.759,2.375
3.31,,,,2.375
3.32,0.414,0.077,0.611,2.370
3.33,,,,2.071
3.34,0.416,0.086,0.385,1.027
3.35,,,,2.375
3.36,0.418,0.090,0.268,2.375
3.37,,,,2.370
3.38,0.420,0.095,0.234,2.375
3.39,,,,2.370
3.40,0.422,0.099,0.196,2.375
3.41,,,,2.375
3.42,0.424,0.103,0.127,2.370
3.43,,,,2.370
3.44,0.426,0.106,-0.050,2.370
3.45,,,,2.375
3.46,0.428,0.102,-0.283,2.375
3.47,,,,2.370
3.48,0.430,0.093,-0.404,2.375
3.49,,,,2.375
3.50,0.432,0.084,-0.434,2.370
3.51,,,,2.375
3.52,0.433,0.077,-0.541,2.375
3.53,,,,2.375
3.54,0.435,0.064,-0.726,2.375
3.55,,,,2.370
3.56,0.436,0.046,-0.834,2.375
3.57,,,,2.370
3.58,0.437,0.028,-0.808,2.375
3.59,,,,2.370
3.60,0.437,0.013,-0.722,2.375
3.61,,,,2.375
3.62,0.437,0.000,-0.668,2.375
3.63,,,,2.375
3.64,0.437,-0.011,-0.727,2.375
3.65,,,,2.375
3.66,0.437,-0.027,-0.868,2.375
3.67,,,,2.370
3.68,0.436,-0.049,-0.867,2.375
3.69,,,,2.375
3.70,0.435,-0.065,-0.713,2.370
3.71,,,,2.375
3.72,0.433,-0.077,-0.552,2.375
3.73,,,,2.375
3.74,0.432,-0.087,-0.392,2.375
3.75,,,,2.370
3.76,0.430,-0.092,-0.277,2.375
3.77,,,,2.375
3.78,0.428,-0.096,-0.265,2.370
3.79,,,,2.370
3.80,0.426,-0.103,-0.235,2.375
3.81,,,,2.375
3.82,0.424,-0.108,-0.054,2.375
3.83,,,,2.370
3.84,0.422,-0.106,0.172,2.375
3.85,,,,2.370
3.86,0.420,-0.099,0.288,2.375
3.87,,,,2.380
3.88,0.418,-0.093,0.304,2.375
3.89,,,,2.375
3.90,0.416,-0.088,0.373,2.370
3.91,,,,2.375
3.92,0.414,-0.080,0.543,2.375
3.93,,,,2.375
3.94,0.413,-0.067,0.738,2.375
3.95,,,,2.375
3.96,0.411,-0.049,0.884,2.370
3.97,,,,2.375
3.98,0.411,-0.029,0.885,2.370
3.99,,,,2.375
4.00,0.410,-0.012,0.775,2.370
4.01,,,,2.375
4.02,0.410,0.001,0.740,2.375
4.03,,,,2.375
4.04,0.410,0.015,0.829,2.375
4.05,,,,2.370
4.06,0.411,0.035,0.852,2.375
4.07,,,,2.375
4.08,0.412,0.053,0.707,2.370
4.09,,,,2.375
4.10,0.413,0.064,0.542,2.375
4.11,,,,2.375
4.12,0.414,0.072,0.482,2.375
4.13,,,,2.066
4.14,0.416,0.081,0.497,1.037
4.15,,,,2.370
4.16,0.418,0.092,0.493,2.375
4.17,,,,2.375
4.18,0.419,0.104,0.355,2.370
4.19,,,,2.375
4.20,0.422,0.109,0.084,2.370
4.21,,,,2.375
4.22,0.424,0.106,-0.122,2.375
4.23,,,,2.375
4.24,0.426,0.101,-0.184,2.375
4.25,,,,2.375
4.26,0.428,0.098,-0.203,2.375
4.27,,,,2.370
4.28,0.430,0.094,-0.258,2.375
4.29,,,,2.375
4.30,0.432,0.089,-0.416,2.375
4.31,,,,2.370
4.32,0.434,0.079,-0.641,2.370
4.33,,,,2.370
4.34,0.435,0.062,-0.767,2.375
4.35,,,,2.375
4.36,0.436,0.046,-0.766,2.375
4.37,,,,2.375
4.38,0.437,0.030,-0.723,2.370
4.39,,,,2.375
4.40,0.437,0.016,-0.673,2.370
4.41,,,,2.375
4.42,0.437,0.005,-0.719,2.370
4.43,,,,2.370
4.44,0.438,-0.010,-0.857,2.375
4.45,,,,2.375
4.46,0.437,-0.031,-0.889,2.375
4.47,,,,2.375
4.48,0.436,-0.049,-0.766,2.375
4.49,,,,2.370
4.50,0.435,-0.062,-0.602,2.375
4.51,,,,2.375
4.52,0.434,-0.071,-0.546,2.375
4.53,,,,2.375
4.54,0.432,-0.082,-0.591,2.370
4.55,,,,2.375
4.56,0.431,-0.096,-0.532,2.375
4.57,,,,2.375
4.58,0.428,-0.107,-0.309,2.375
4.59,,,,2.370
4.60,0.426,-0.109,-0.065,2.375
4.61,,,,2.375
4.62,0.424,-0.107,0.081,2.375
4.63,,,,2.375
4.64,0.422,-0.104,0.142,2.375
4.65,,,,2.375
4.66,0.420,-0.101,0.163,2.375
4.67,,,,2.370
4.68,0.418,-0.099,0.262,2.375
4.69,,,,2.370
4.70,0.416,-0.093,0.475,2.375
4.71,,,,2.375
4.72,0.414,-0.080,0.699,2.370
4.73,,,,2.375
4.74,0.412,-0.062,0.803,2.370
4.75,,,,2.375
4.76,0.412,-0.046,0.780,2.375
4.77,,,,2.370
4.78,0.411,-0.032,0.776,2.375
4.79,,,,2.370
4.80,0.410,-0.016,0.829,2.375
4.81,,,,2.375
4.82,0.410,0.001,0.890,2.370
4.83,,,,2.375
4.84,0.410,0.022,0.866,2.375
4.85,,,,2.375
4.86,0.411,0.036,0.801,2.375
4.87,,,,2.375
4.88,0.412,0.053,0.750,2.375
4.89,,,,2.370
4.90,0.413,0.069,0.597,2.375
4.91,,,,2.375
4.92,0.415,0.076,0.465,2.375
4.93,,,,1.944
4.94,0.416,0.085,0.419,1.088
4.95,,,,2.370
4.96,0.418,0.093,0.386,2.375
4.97,,,,2.375
4.98,0.420,0.100,0.355,2.375
4.99,,,,2.375
5.00,0.422,0.110,0.183,2.370
5.01,,,,2.375
5.02,0.424,0.110,-0.089,2.370
5.03,,,,2.375
5.04,0.426,0.104,-0.234,2.375
5.05,,,,2.370
5.06,0.429,0.099,-0.280,2.375
5.07,,,,2.370
5.08,0.430,0.093,-0.352,2.375
5.09,,,,2.375
5.10,0.432,0.086,-0.513,2.370
5.11,,,,2.375
5.12,0.434,0.073,-0.707,2.375
5.13,,,,2.375
5.14,0.435,0.055,-0.777,2.375
5.15,,,,2.370
5.16,0.436,0.041,-0.753,2.375
5.17,,,,2.375
5.18,0.437,0.026,-0.750,2.370
5.19,,,,2.375
5.20,0.437,0.010,-0.717,2.370
5.21,,,,2.375
5.22,0.437,-0.003,-0.655,2.375
5.23,,,,2.375
5.24,0.437,-0.014,-0.713,2.375
5.25,,,,2.370
5.26,0.437,-0.030,-0.838,2.370
5.27,,,,2.375
5.28,0.436,-0.050,-0.815,2.370
5.29,,,,2.375
5.30,0.435,-0.065,-0.685,2.375
5.31,,,,2.375
5.32,0.433,-0.078,-0.537,2.370
5.33,,,,2.380
5.34,0.431,-0.087,-0.363,2.375
5.35,,,,2.370
5.36,0.430,-0.090,-0.308,2.375
5.37,,,,2.375
5.38,0.428,-0.097,-0.349,2.375
5.39,,,,2.375
5.40,0.426,-0.107,-0.223,2.375
5.41,,,,2.370
5.42,0.424,-0.109,0.034,2.375
5.43,,,,2.370
5.44,0.421,-0.105,0.244,2.375
5.45,,,,2.375
5.46,0.419,-0.096,0.335,2.375
5.47,,,,2.375
5.48,0.418,-0.089,0.314,2.370
5.49,,,,2.375
5.50,0.416,-0.086,0.376,2.375
5.51,,,,2.375
5.52,0.414,-0.077,0.559,2.375
5.53,,,,2.370
5.54,0.413,-0.063,0.745,2.375
5.55,,,,2.375
5.56,0.412,-0.046,0.883,2.375
5.57,,,,2.375
5.58,0.411,-0.025,0.874,2.375
5.59,,,,2.370
5.60,0.411,-0.008,0.729,2.375
5.61,,,,2.375
5.62,0.411,0.001,0.717,2.375
5.63,,,,2.370
5.64,0.410,0.018,0.803,2.375
5.65,,,,2.375
5.66,0.411,0.036,0.771,2.370
5.67,,,,2.375
5.68,0.412,0.049,0.708,2.370
5.69,,,,2.370
5.70,0.413,0.063,0.677,2.375
5.71,,,,2.370
5.72,0.414,0.078,0.574,2.375
5.73,,,,1.995
5.74,0.416,0.088,0.385,1.052
5.75,,,,2.375
5.76,0.418,0.091,0.278,2.370
5.77,,,,2.375
5.78,0.420,0.097,0.249,2.375
5.79,,,,2.370
5.80,0.422,0.102,0.174,2.375
5.81,,,,2.370
5.82,0.424,0.107,-0.022,2.375
5.83,,,,2.370
5.84,0.427,0.102,-0.245,2.375
5.85,,,,2.375
5.86,0.428,0.093,-0.292,2.375
5.87,,,,2.375
5.88,0.430,0.090,-0.335,2.375
5.89,,,,2.370
5.90,0.432,0.082,-0.455,2.375
5.91,,,,2.375
5.92,0.433,0.072,-0.567,2.375
5.93,,,,2.375
5.94,0.435,0.058,-0.638,2.370
5.95,,,,2.375
5.96,0.436,0.046,-0.655,2.375
5.97,,,,2.370
5.98,0.437,0.033,-0.731,2.375
5.99,,,,2.370
6.00,0.437,0.015,-0.748,2.375
6.01,,,,2.375
6.02,0.437,0.003,-0.737,2.375
6.03,,,,2.375
6.04,0.437,-0.012,-0.836,2.375
6.05,,,,2.375
6.06,0.437,-0.032,-0.857,2.375
6.07,,,,2.370
6.08,0.436,-0.049,-0.747,2.375
6.09,,,,2.370
6.10,0.435,-0.062,-0.612,2.375
6.11,,,,2.375
6.12,0.433,-0.074,-0.473,2.370
6.13,,,,2.375
6.14,0.432,-0.080,-0.420,2.375
6.15,,,,2.375
6.16,0.430,-0.088,-0.466,2.375
6.17,,,,2.375
6.18,0.428,-0.100,-0.408,2.370
6.19,,,,2.370
6.20,0.426,-0.108,-0.189,2.375
6.21,,,,2.375
6.22,0.424,-0.109,0.065,2.375
6.23,,,,2.375
6.24,0.422,-0.102,0.187,2.370
6.25,,,,2.375
6.26,0.420,-0.098,0.182,2.375
6.27,,,,2.370
6.28,0.418,-0.097,0.253,2.375
6.29,,,,2.370
6.30,0.416,-0.090,0.408,2.375
6.31,,,,2.375
6.32,0.414,-0.081,0.587,2.370
6.33,,,,2.375
6.34,0.413,-0.066,0.760,2.375
6.35,,,,2.370
6.36,0.411,-0.049,0.867,2.375
6.37,,,,2.370
6.38,0.411,-0.031,0.906,2.375
6.39,,,,2.370
6.40,0.410,-0.013,0.912,2.375
6.41,,,,2.375
6.42,0.410,0.006,0.885,2.375
6.43,,,,2.375
6.44,0.411,0.024,0.804,2.375
6.45,,,,2.375
6.46,0.411,0.037,0.770,2.375
6.47,,,,2.370
6.48,0.412,0.055,0.704,2.375
6.49,,,,2.375
6.50,0.413,0.068,0.515,2.370
6.51,,,,2.375
6.52,0.415,0.074,0.413,2.375
6.53,,,,1.924
6.54,0.416,0.082,0.433,1.179
6.55,,,,2.380
6.56,0.418,0.092,0.432,2.370
6.57,,,,2.375
6.58,0.420,0.101,0.357,2.375
6.59,,,,2.375
6.60,0.422,0.109,0.143,2.370
6.61,,,,2.375
6.62,0.425,0.108,-0.151,2.375
6.63,,,,2.370
6.64,0.427,0.100,-0.296,2.375
6.65,,,,2.370
6.66,0.428,0.094,-0.308,2.375
6.67,,,,2.375
6.68,0.430,0.088,-0.340,2.370
6.69,,,,2.375
6.70,0.432,0.081,-0.397,2.375
6.71,,,,2.375
6.72,0.434,0.074,-0.536,2.375
6.73,,,,2.370
6.74,0.435,0.061,-0.738,2.375
6.75,,,,2.375
6.76,0.436,0.042,-0.817,2.375
6.77,,,,2.375
6.78,0.437,0.024,-0.725,2.375
6.79,,,,2.375
6.80,0.437,0.012,-0.616,2.370
6.81,,,,2.375
6.82,0.437,0.004,-0.682,2.375
6.83,,,,2.370
6.84,0.437,-0.013,-0.845,2.375
6.85,,,,2.375
6.86,0.437,-0.033,-0.861,2.370
6.87,,,,2.375
6.88,0.436,-0.050,-0.749,2.375
6.89,,,,2.375
6.90,0.435,-0.063,-0.625,2.375
6.91,,,,2.375
6.92,0.433,-0.074,-0.504,2.375
6.93,,,,2.370
6.94,0.432,-0.084,-0.380,2.375
6.95,,,,2.370
6.96,0.430,-0.088,-0.337,2.375
6.97,,,,2.375
6.98,0.428,-0.095,-0.377,2.370
6.99,,,,2.375
7.00,0.426,-0.106,-0.285,2.375
7.01,,,,2.370
7.02,0.424,-0.109,-0.060,2.370
7.03,,,,2.370
7.04,0.422,-0.108,0.173,2.375
7.05,,,,2.375
7.06,0.419,-0.102,0.378,2.375
7.07,,,,2.375
7.08,0.417,-0.090,0.437,2.375
7.09,,,,2.375
7.10,0.416,-0.083,0.409,2.375
7.11,,,,2.375
7.12,0.414,-0.076,0.483,2.375
7.13,,,,2.375
7.14,0.413,-0.065,0.629,2.370
7.15,,,,2.375
7.16,0.412,-0.051,0.796,2.370
7.17,,,,2.375
7.18,0.411,-0.033,0.940,2.375
7.19,,,,2.370
7.20,0.410,-0.011,0.933,2.375
7.21,,,,2.370
7.22,0.410,0.007,0.803,2.370
7.23,,,,2.370
7.24,0.411,0.020,0.720,2.375
7.25,,,,2.375
7.26,0.411,0.034,0.727,2.370
7.27,,,,2.375
7.28,0.412,0.050,0.703,2.375
7.29,,,,2.370
7.30,0.413,0.062,0.667,2.375
7.31,,,,2.370
7.32,0.414,0.077,0.615,2.375
7.33,,,,1.949
7.34,0.416,0.090,0.434,1.088
7.35,,,,2.370
7.36,0.418,0.094,0.275,2.375
7.37,,,,2.375
7.38,0.420,0.099,0.199,2.375
7.39,,,,2.370
7.40,0.422,0.101,0.143,2.375
7.41,,,,2.375
7.42,0.424,0.105,0.047,2.370
7.43,,,,2.375
7.44,0.426,0.105,-0.137,2.370
7.45,,,,2.375
7.46,0.428,0.099,-0.298,2.370
7.47,,,,2.375
7.48,0.430,0.093,-0.434,2.375
7.49,,,,2.370
7.50,0.432,0.081,-0.521,2.370
7.51,,,,2.375
7.52,0.434,0.070,-0.531,2.375
7.53,,,,2.375
7.54,0.435,0.062,-0.624,2.375
7.55,,,,2.375
7.56,0.436,0.048,-0.828,2.370
7.57,,,,2.375
7.58,0.437,0.025,-0.867,2.375
7.59,,,,2.375
7.60,0.437,0.010,-0.749,2.375
7.61,,,,2.370
7.62,0.437,-0.003,-0.712,2.375
7.63,,,,2.375
7.64,0.437,-0.019,-0.689,2.375
7.65,,,,2.375
7.66,0.436,-0.030,-0.700,2.375
7.67,,,,2.370
7.68,0.436,-0.045,-0.763,2.370
7.69,,,,2.375
7.70,0.435,-0.062,-0.748,2.370
7.71,,,,2.375
7.72,0.433,-0.077,-0.645,2.370
7.73,,,,2.375
7.74,0.431,-0.089,-0.484,2.375
7.75,,,,2.370
7.76,0.430,-0.096,-0.311,2.375
7.77,,,,2.370
7.78,0.428,-0.101,-0.148,2.375
7.79,,,,2.375
7.80,0.425,-0.100,-0.075,2.375
7.81,,,,2.375
7.82,0.424,-0.102,-0.086,2.375
7.83,,,,2.375
7.84,0.421,-0.106,0.024,2.375
7.85,,,,2.375
7.86,0.419,-0.103,0.240,2.375
7.87,,,,2.370
7.88,0.417,-0.096,0.451,2.375
7.89,,,,2.375
7.90,0.415,-0.085,0.638,2.370
7.91,,,,2.375
7.92,0.414,-0.068,0.675,2.370
7.93,,,,2.375
7.94,0.413,-0.056,0.600,2.375
7.95,,,,2.370
7.96,0.412,-0.047,0.650,2.375
7.97,,,,2.375
7.98,0.411,-0.031,0.784,2.370
7.99,,,,2.375
8.00,0.410,-0.014,0.872,2.375
8.01,,,,2.375
8.02,0.410,0.003,0.939,2.375
8.03,,,,2.375
8.04,0.410,0.026,0.883,2.375
8.05,,,,2.375
8.06,0.411,0.042,0.680,2.375
8.07,,,,2.370
8.08,0.412,0.051,0.562,2.375
8.09,,,,2.375
8.10,0.413,0.062,0.552,2.370
8.11,,,,2.375
8.12,0.415,0.075,0.488,2.370
8.13,,,,1.970
8.14,0.416,0.082,0.412,1.068
8.15,,,,2.375
8.16,0.418,0.089,0.422,2.375
8.17,,,,2.375
8.18,0.420,0.100,0.354,2.370
8.19,,,,2.375
8.20,0.422,0.106,0.121,2.370
8.21,,,,2.370
8.22,0.424,0.104,-0.089,2.375
8.23,,,,2.370
8.24,0.426,0.100,-0.180,2.375
8.25,,,,2.375
8.26,0.428,0.096,-0.218,2.370
8.27,,,,2.375
8.28,0.430,0.093,-0.339,2.370
8.29,,,,2.375
8.30,0.432,0.085,-0.584,2.375
8.31,,,,2.370
8.32,0.434,0.067,-0.684,2.375
8.33,,,,2.375
8.34,0.435,0.054,-0.626,2.375
8.35,,,,2.370
8.36,0.436,0.045,-0.665,2.375
8.37,,,,2.375
8.38,0.437,0.028,-0.714,2.370
8.39,,,,2.375
8.40,0.437,0.013,-0.675,2.375
8.41,,,,2.370
8.42,0.437,0.003,-0.726,2.375
8.43,,,,2.370
8.44,0.437,-0.013,-0.880,2.375
8.45,,,,2.375
8.46,0.437,-0.035,-0.885,2.375
8.47,,,,2.375
8.48,0.436,-0.051,-0.746,2.375
8.49,,,,2.370
8.50,0.434,-0.064,-0.626,2.375
8.51,,,,2.370
8.52,0.433,-0.076,-0.500,2.375
8.53,,,,2.375
8.54,0.431,-0.085,-0.367,2.370
8.55,,,,2.375
8.56,0.430,-0.089,-0.318,2.375
8.57,,,,2.375
8.58,0.428,-0.096,-0.329,2.370
8.59,,,,2.375
8.60,0.426,-0.104,-0.250,2.375
8.61,,,,2.370
8.62,0.424,-0.108,-0.057,2.375
8.63,,,,2.375
8.64,0.421,-0.107,0.168,2.370
8.65,,,,2.375
8.66,0.419,-0.102,0.391,2.375
8.67,,,,2.375
8.68,0.417,-0.089,0.480,2.375
8.69,,,,2.370
8.70,0.416,-0.079,0.411,2.375
8.71,,,,2.375
8.72,0.414,-0.075,0.438,2.375
