0,142.664872
0.2981396,142.664648
0.5882277,142.663902
0.8789389,142.664275
1.185492,142.6642
1.4770581,142.66435
1.7799137,142.66517
2.0714624,142.665319
2.3833951,142.665431
2.6811842,142.66517
2.9926107,142.664163
3.2836923,142.663305
3.5646287,142.662485
3.8666503,142.660918
4.156832,142.660061
4.4532879,142.658867
4.7442903,142.658569
5.0371738,142.65786
5.3344654,142.657823
5.6352268,142.657562
5.9368559,142.657412
6.2369085,142.657189
6.5352247,142.657151
6.8394181,142.656256
7.1296975,142.655883
7.4528013,142.654839
7.7246567,142.654503
8.05559,142.653571
8.3456282,142.653011
8.6563952,142.651818
8.9505236,142.650662
9.2610135,142.646298
9.5577566,142.643463
9.8689672,142.637608
10.1694669,142.634885
10.4801056,142.631081
10.7917283,142.629589
11.1033324,142.62806
11.3852281,142.627799
11.7078807,142.627724
12.0088567,142.628097
12.3091531,142.628209
12.6094267,142.627985
12.9394967,142.627165
13.2359034,142.626866
13.5418101,142.626307
13.843573,142.626008
14.1440602,142.625747
14.4347922,142.625897
14.7654281,142.626008
15.0659589,142.626195
15.3667037,142.627127
15.6538271,142.62709
15.9496736,142.627687
16.2300232,142.627687
16.5503238,142.628395
16.8412407,142.628694
17.1545599,142.629664
17.4454248,142.630074
17.7619746,142.630932
18.0532117,142.631603
18.3694772,142.631603
18.6498194,142.631566
18.9698848,142.631417
19.2715249,142.631678
19.5735928,142.631417
19.8576646,142.631417
20.1477552,142.630708
20.4484194,142.629887
20.7294126,142.629477
21.0224975,142.628955
21.303847,142.62888
21.6151135,142.628358
21.9059858,142.628395
22.2671687,142.628358
22.55648,142.628172
22.8566266,142.628395
23.1476269,142.628246
23.459385,142.628395
23.7607126,142.628545
24.0523561,142.629291
24.3549494,142.62944
24.6827873,142.62985
24.9674731,142.630223
25.2598327,142.630745
25.5405633,142.630596
25.8430745,142.630857
26.154305,142.630894
26.4647227,142.630298
26.7662251,142.629626
27.0609433,142.628545
27.3422337,142.627463
27.662919,142.626046
27.9512926,142.624927
28.2718047,142.624517
28.5624575,142.624517
28.884928,142.623845
29.1843987,142.623808
29.4844591,142.624032
29.7763618,142.62433
30.0874535,142.624591
30.3875438,142.62474
30.7000693,142.625449
30.9836802,142.625822
31.2817212,142.626158
31.5823989,142.626605
31.8722344,142.62668
32.1736901,142.626904
32.4740385,142.626642
32.7949004,142.626568
33.0852336,142.626046
33.3727418,142.625039
33.6634674,142.624591
33.9765177,142.624106
34.2771744,142.623845
34.5772331,142.622913
34.8865599,142.622316
35.1868969,142.621943
35.4783223,142.621607
35.7809892,142.620899
36.0811512,142.620302
36.371717,142.619444
36.6618962,142.619071
36.9821001,142.61799
37.2816576,142.617356
37.5843367,142.616684
37.8786141,142.616684
38.1988131,142.616013
38.4891739,142.615901
38.80914,142.615752
39.1198567,142.615677
